link_id,length,from_node_id,to_node_id
17446,16.18,13642,13643
17446,16.18,13642,13643
17447,188.88,13643,13644
17447,188.88,13643,13644
17447,188.88,13643,13644
17448,65.9,1908,1924
17449,196.04,1924,1927
17450,283.78,1927,13192
17450,283.78,1927,13192
17450,283.78,1927,13192
17451,139.0,13192,1821
17451,139.0,13192,1821
17451,139.0,13192,1821
17452,12.31,1821,13645
17452,12.31,1821,13645
17453,98.78,13645,13646
17453,98.78,13645,13646
17454,100.05,13646,13647
17454,100.05,13646,13647
17455,10.14,13647,13648
17455,10.14,13647,13648
17456,115.13,13648,13649
17456,115.13,13648,13649
17457,2.21,13649,13650
17457,2.21,13649,13650
17458,69.62,13650,13651
17458,69.62,13650,13651
17459,9.07,13651,13652
17459,9.07,13651,13652
17460,44.61,13652,13653
17460,44.61,13652,13653
17461,40.64,13653,13654
17461,40.64,13653,13654
17462,129.35,13654,13655
17462,129.35,13654,13655
17463,109.96,13655,13656
17463,109.96,13655,13656
17464,75.7,13656,13657
17464,75.7,13656,13657
17465,56.4,13657,13658
17465,56.4,13657,13658
17475,387.16,13667,13668
17475,387.16,13667,13668
17476,64.72,13668,1937
17476,64.72,13668,1937
17477,10.6,1937,13669
17477,10.6,1937,13669
17478,351.41,13669,447
17478,351.41,13669,447
17479,277.21,13670,13671
17481,125.22,13673,13674
17481,125.22,13673,13674
17482,125.22,13674,13673
17482,125.22,13674,13673
17485,783.2,13676,13677
17485,783.2,13676,13677
17485,783.2,13676,13677
17485,783.2,13676,13677
17486,783.2,13677,13676
17486,783.2,13677,13676
17486,783.2,13677,13676
17486,783.2,13677,13676
17487,9.27,13677,3294
17487,9.27,13677,3294
17488,9.27,3294,13677
17488,9.27,3294,13677
17524,66.15,8959,13704
17524,66.15,8959,13704
17525,66.15,13704,8959
17525,66.15,13704,8959
17526,45.41,13704,13705
17526,45.41,13704,13705
17527,45.41,13705,13704
17527,45.41,13705,13704
17528,124.01,13705,13706
17528,124.01,13705,13706
17529,124.01,13706,13705
17529,124.01,13706,13705
17530,192.87,13704,13705
17530,192.87,13704,13705
17531,192.87,13705,13704
17531,192.87,13705,13704
17534,101.28,8306,13709
17535,101.28,13709,8306
17538,39.37,8057,13710
17539,136.89,13710,13711
17540,43.66,13711,13712
17541,15.53,13712,13713
17547,271.25,13719,13720
17548,35.38,13720,13721
17549,8.34,13721,13722
17550,190.51,13722,6695
17587,48.37,13760,13761
17588,19.36,13761,13762
17589,51.16,13762,13763
17590,13.42,13763,13764
17591,19.54,13764,13765
17592,9.66,13765,13760
17593,275.62,13766,13767
17594,162.23,13768,13761
17595,140.91,13765,9083
17596,183.97,13769,13763
17597,43.73,13762,13770
17598,152.6,13770,13771
17601,167.85,13773,13767
17602,167.85,13767,13773
17603,389.75,13767,13764
17604,389.75,13764,13767
17612,647.5,13780,13781
17617,417.15,13785,13786
17618,417.15,13786,13785
17619,183.28,13786,13787
17620,183.28,13787,13786
17621,10.79,13787,13788
17622,10.79,13788,13787
17623,88.47,13788,13789
17624,88.47,13789,13788
17625,111.62,13789,13790
17626,111.62,13790,13789
17627,188.54,13790,13791
17628,188.54,13791,13790
17637,178.45,13795,13796
17638,178.45,13796,13795
17639,263.24,13796,13797
17640,263.24,13797,13796
17641,196.15,13797,13798
17642,196.15,13798,13797
17647,239.54,5352,13802
17648,273.48,13803,13804
17649,40.07,13804,13805
17650,246.57,13805,13806
17651,279.46,13807,13808
17652,279.46,13808,13807
17653,354.4,13808,13809
17653,354.4,13808,13809
17654,354.4,13809,13808
17654,354.4,13809,13808
17655,364.84,13809,13810
17655,364.84,13809,13810
17656,364.84,13810,13809
17656,364.84,13810,13809
17657,179.47,13810,13811
17658,179.47,13811,13810
17659,177.86,13811,13812
17660,177.86,13812,13811
17661,154.21,13812,13813
17662,154.21,13813,13812
17663,67.85,5315,13814
17663,67.85,5315,13814
17664,33.22,5340,13814
17664,33.22,5340,13814
17665,191.63,13815,5317
17665,191.63,13815,5317
17666,22.93,5317,5346
17666,22.93,5317,5346
17667,249.49,5346,5348
17667,249.49,5346,5348
17668,46.49,5348,13803
17669,284.54,13803,13806
17670,431.38,13806,13816
17673,216.57,13819,13820
17674,216.57,13820,13819
17675,258.52,13820,13821
17676,258.52,13821,13820
17677,449.9,13821,13822
17678,449.9,13822,13821
17679,73.54,13805,13823
17680,73.54,13823,13805
17681,99.97,13823,13820
17682,99.97,13820,13823
17683,166.04,13821,13823
17684,166.04,13823,13821
17685,65.77,13824,13825
17686,228.81,13825,13826
17689,311.71,13828,13829
17690,311.71,13829,13828
17691,431.58,13829,13812
17692,431.58,13812,13829
17717,39.09,13832,13842
17718,39.09,13842,13832
17719,166.37,13843,13844
17720,166.37,13844,13843
17723,73.34,13846,13833
17724,73.34,13833,13846
17735,306.94,13852,13853
17735,306.94,13852,13853
17736,306.94,13853,13852
17736,306.94,13853,13852
17737,289.58,13853,13810
17738,289.58,13810,13853
17743,309.29,13856,13857
17744,309.29,13857,13856
17745,374.87,13857,13811
17746,374.87,13811,13857
17747,179.42,13809,13853
17747,179.42,13809,13853
17748,179.42,13853,13809
17748,179.42,13853,13809
17749,157.67,13853,13857
17750,157.67,13857,13853
17751,167.93,13857,13829
17752,167.93,13829,13857
17753,159.86,13829,13858
17754,159.86,13858,13829
17763,157.56,13856,13852
17764,157.56,13852,13856
17919,80.16,13940,13941
17920,80.16,13941,13940
17921,341.09,3306,13942
17922,341.09,13942,3306
17925,333.06,13943,13944
17925,333.06,13943,13944
17926,45.28,13944,13945
17927,13.32,13945,13946
17928,311.18,13946,13947
17929,336.12,13947,3232
17948,321.38,13963,13964
17949,321.38,13964,13963
17950,180.01,13964,13965
17951,180.01,13965,13964
17952,194.98,13965,13966
17953,194.98,13966,13965
17954,102.08,13966,13947
17955,102.08,13947,13966
17963,94.61,3208,13974
17964,94.61,13974,3208
17965,90.54,13974,3203
17966,90.54,3203,13974
17992,602.16,3231,13994
17993,40.48,13994,13995
17994,13.02,13995,3361
17995,378.44,3361,13996
17995,378.44,3361,13996
17996,124.27,3329,13997
17997,124.27,13997,3329
17998,20.39,13997,13998
17999,20.39,13998,13997
18000,119.37,13998,3265
18001,119.37,3265,13998
18004,33.74,14000,14001
18004,33.74,14000,14001
18005,33.74,14001,14000
18005,33.74,14001,14000
18006,186.45,14001,14002
18006,186.45,14001,14002
18007,186.45,14002,14001
18007,186.45,14002,14001
18008,145.92,14002,3290
18008,145.92,14002,3290
18009,145.92,3290,14002
18009,145.92,3290,14002
18010,9.4,3290,14003
18010,9.4,3290,14003
18011,9.4,14003,3290
18011,9.4,14003,3290
18046,166.08,14017,3302
18047,120.16,3302,3253
18048,125.92,3253,13998
18049,9.33,14018,14019
18050,9.33,14019,14018
18051,277.97,14019,14020
18052,277.97,14020,14019
18065,135.37,14000,14026
18065,135.37,14000,14026
18066,135.37,14026,14000
18066,135.37,14026,14000
18067,133.04,14026,14027
18067,133.04,14026,14027
18068,133.04,14027,14026
18068,133.04,14027,14026
18069,99.91,14027,14028
18069,99.91,14027,14028
18070,99.91,14028,14027
18070,99.91,14028,14027
18071,134.13,14028,14029
18071,134.13,14028,14029
18072,134.13,14029,14028
18072,134.13,14029,14028
18073,134.47,14029,14030
18073,134.47,14029,14030
18074,134.47,14030,14029
18074,134.47,14030,14029
18075,133.18,14030,14031
18075,133.18,14030,14031
18076,133.18,14031,14030
18076,133.18,14031,14030
18077,38.81,14031,14032
18077,38.81,14031,14032
18078,38.81,14032,14031
18078,38.81,14032,14031
18079,204.53,13964,14020
18080,204.53,14020,13964
18081,142.38,14020,14033
18082,142.38,14033,14020
18091,232.83,14037,14038
18091,232.83,14037,14038
18092,232.83,14038,14037
18092,232.83,14038,14037
18093,144.32,14038,14039
18093,144.32,14038,14039
18094,144.32,14039,14038
18094,144.32,14039,14038
18095,256.23,14039,14030
18095,256.23,14039,14030
18096,256.23,14030,14039
18096,256.23,14030,14039
18202,177.21,14105,14106
18291,234.96,14102,14151
18292,234.96,14151,14102
18301,263.56,14155,14156
18302,263.56,14156,14155
18311,770.68,14162,10374
18312,553.62,14163,14164
18313,553.62,14164,14163
18320,212.16,14165,14166
18321,212.16,14166,14165
18322,421.43,14166,14099
18323,421.43,14099,14166
18735,424.58,14471,14472
18736,156.85,14472,14473
18737,202.88,14473,14474
18738,26.69,14474,14475
18739,292.79,14475,6559
18806,413.02,4123,14524
18807,155.63,14524,14525
18813,233.17,14530,14531
18813,233.17,14530,14531
18814,144.74,14531,14532
18814,144.74,14531,14532
18815,13.47,14533,14534
18816,19.46,14534,14535
18817,146.28,14535,14536
18818,372.84,14536,14537
18819,34.74,14537,14538
18820,100.75,14538,14539
18821,71.59,14540,14541
18822,40.75,14539,14540
18855,79.56,14570,4796
18856,79.56,4796,14570
18857,12.74,4796,4818
18858,12.74,4818,4796
18859,575.5,4818,14571
18860,575.5,14571,4818
18861,299.78,14571,14572
18862,299.78,14572,14571
18867,349.35,14574,14575
18868,349.35,14575,14574
18891,328.75,14596,14597
18892,173.0,14597,14598
18893,46.16,14598,14599
18894,13.79,14599,14600
18895,239.25,14600,14601
18896,234.4,14601,14602
18897,343.71,14602,14603
18908,52.19,8961,14611
18908,52.19,8961,14611
18909,124.89,14611,14612
18909,124.89,14611,14612
18910,149.64,14612,14613
18910,149.64,14612,14613
18911,48.88,14613,4587
18911,48.88,14613,4587
18912,347.73,4587,14614
18912,347.73,4587,14614
18913,84.85,14614,13673
18913,84.85,14614,13673
18914,305.52,13673,14615
18914,305.52,13673,14615
18915,91.04,14615,8953
18915,91.04,14615,8953
18916,227.27,14616,14617
18916,227.27,14616,14617
18916,227.27,14616,14617
18916,227.27,14616,14617
18917,172.04,14617,14618
18917,172.04,14617,14618
18917,172.04,14617,14618
18917,172.04,14617,14618
18918,31.61,14618,14619
18918,31.61,14618,14619
18918,31.61,14618,14619
18918,31.61,14618,14619
18919,169.82,14619,14620
18919,169.82,14619,14620
18919,169.82,14619,14620
18919,169.82,14619,14620
18919,169.82,14619,14620
18920,40.09,14620,14621
18920,40.09,14620,14621
18920,40.09,14620,14621
18920,40.09,14620,14621
18920,40.09,14620,14621
18921,223.81,8134,14622
18921,223.81,8134,14622
18921,223.81,8134,14622
18922,292.14,14622,14623
18922,292.14,14622,14623
18922,292.14,14622,14623
18922,292.14,14622,14623
18923,29.73,14624,14625
18923,29.73,14624,14625
18923,29.73,14624,14625
18923,29.73,14624,14625
18924,239.13,14625,14626
18924,239.13,14625,14626
18924,239.13,14625,14626
18924,239.13,14625,14626
18924,239.13,14625,14626
18925,8.34,14627,14622
18925,8.34,14627,14622
18925,8.34,14627,14622
18926,8.34,14622,14627
18926,8.34,14622,14627
18926,8.34,14622,14627
18927,233.51,14622,14628
18927,233.51,14622,14628
18927,233.51,14622,14628
18928,233.51,14628,14622
18928,233.51,14628,14622
18928,233.51,14628,14622
18929,121.55,14629,14630
18929,121.55,14629,14630
18929,121.55,14629,14630
18929,121.55,14629,14630
18929,121.55,14629,14630
18930,42.86,14630,14619
18930,42.86,14630,14619
18930,42.86,14630,14619
18930,42.86,14630,14619
18931,111.42,14631,14632
18931,111.42,14631,14632
18931,111.42,14631,14632
18931,111.42,14631,14632
18932,145.59,14632,14633
18932,145.59,14632,14633
18932,145.59,14632,14633
18932,145.59,14632,14633
18933,268.82,14634,14617
18933,268.82,14634,14617
18933,268.82,14634,14617
18933,268.82,14634,14617
18934,158.26,14635,8081
18935,158.26,8081,14635
18936,212.11,8081,14636
18937,212.11,14636,8081
18938,316.44,14636,8041
18939,316.44,8041,14636
18940,65.71,14637,8655
18940,65.71,14637,8655
18940,65.71,14637,8655
18941,65.71,8655,14637
18941,65.71,8655,14637
18941,65.71,8655,14637
18942,285.04,14614,14638
18942,285.04,14614,14638
18943,285.04,14638,14614
18943,285.04,14638,14614
18950,224.56,14642,14638
18950,224.56,14642,14638
18951,224.56,14638,14642
18951,224.56,14638,14642
18952,210.31,14638,14643
18952,210.31,14638,14643
18953,210.31,14643,14638
18953,210.31,14643,14638
19081,121.72,14738,691
19082,140.4,14739,14740
19083,138.84,14741,14742
19084,332.69,14742,14743
19085,180.65,694,14741
19086,330.29,119,14739
19087,181.97,14740,14738
19213,256.45,14834,14835
19213,256.45,14834,14835
19234,70.39,14842,14843
19235,104.66,14843,8269
19236,65.89,10263,14844
19236,65.89,10263,14844
19236,65.89,10263,14844
19237,214.14,14845,169
19237,214.14,14845,169
19238,28.34,10234,14845
19238,28.34,10234,14845
19239,361.03,14846,14847
19239,361.03,14846,14847
19240,161.31,14844,14848
19240,161.31,14844,14848
19240,161.31,14844,14848
19241,56.31,14848,14849
19241,56.31,14848,14849
19242,46.24,14849,14846
19242,46.24,14849,14846
19243,46.8,14850,14849
19243,46.8,14850,14849
19250,290.65,14856,10233
19250,290.65,14856,10233
19251,90.61,14857,14858
19251,90.61,14857,14858
19252,428.58,14859,5356
19252,428.58,14859,5356
19253,153.24,14860,14861
19253,153.24,14860,14861
19254,124.48,14861,14859
19254,124.48,14861,14859
19255,90.96,14862,14859
19255,90.96,14862,14859
19256,90.96,14859,14862
19256,90.96,14859,14862
19257,136.85,14862,14863
19257,136.85,14862,14863
19258,136.85,14863,14862
19258,136.85,14863,14862
19259,19.88,14863,14864
19259,19.88,14863,14864
19260,19.88,14864,14863
19260,19.88,14864,14863
19261,39.53,14864,14865
19261,39.53,14864,14865
19262,39.53,14865,14864
19262,39.53,14865,14864
19263,20.4,14865,14866
19263,20.4,14865,14866
19264,20.4,14866,14865
19264,20.4,14866,14865
19265,10.32,14866,14867
19265,10.32,14866,14867
19266,10.32,14867,14866
19266,10.32,14867,14866
19267,37.8,14867,14868
19267,37.8,14867,14868
19268,37.8,14868,14867
19268,37.8,14868,14867
19269,113.53,14868,14869
19269,113.53,14868,14869
19270,113.53,14869,14868
19270,113.53,14869,14868
19271,319.16,156,14870
19271,319.16,156,14870
19272,12.85,14870,14871
19272,12.85,14870,14871
19273,153.38,154,5363
19273,153.38,154,5363
19274,491.88,5363,14858
19274,491.88,5363,14858
19275,145.07,14858,14872
19275,145.07,14858,14872
19276,231.95,14873,14874
19276,231.95,14873,14874
19277,296.55,14875,157
19277,296.55,14875,157
19278,193.19,14872,14876
19278,193.19,14872,14876
19279,135.14,10259,14877
19280,70.95,4139,14878
19281,60.21,14878,14879
19282,62.45,14877,14879
19283,203.01,14879,14880
19289,439.34,14888,14889
19291,140.38,14891,14892
19292,216.79,14891,14893
19293,18.85,14894,14891
19294,541.22,14895,14896
19295,77.65,14896,14894
19296,44.58,14897,14898
19297,319.26,3936,14899
19298,209.1,14899,14893
19299,23.05,14893,14900
19300,23.5,14900,14901
19301,101.96,14901,14902
19302,392.76,4110,10254
19302,392.76,4110,10254
19302,392.76,4110,10254
19303,314.63,4109,14903
19303,314.63,4109,14903
19303,314.63,4109,14903
19304,43.36,14904,4078
19304,43.36,14904,4078
19305,33.79,4078,4093
19305,33.79,4078,4093
19306,15.73,4093,14905
19306,15.73,4093,14905
19307,28.17,14905,11292
19307,28.17,14905,11292
19308,28.82,11292,11278
19308,28.82,11292,11278
19309,16.79,11278,14904
19309,16.79,11278,14904
19310,17.82,14903,14906
19310,17.82,14903,14906
19310,17.82,14903,14906
19311,192.01,14906,4095
19311,192.01,14906,4095
19311,192.01,14906,4095
19312,661.39,14907,4111
19312,661.39,14907,4111
19312,661.39,14907,4111
19312,661.39,14907,4111
19313,66.15,14908,11284
19314,63.09,11284,4086
19315,71.03,14892,14909
19316,193.78,14909,10260
19317,30.8,4188,14910
19325,149.36,5386,14918
19325,149.36,5386,14918
19326,149.36,14918,5386
19326,149.36,14918,5386
19327,241.59,14918,14919
19327,241.59,14918,14919
19328,241.59,14919,14918
19328,241.59,14919,14918
19329,18.57,14919,14920
19329,18.57,14919,14920
19330,18.57,14920,14919
19330,18.57,14920,14919
19331,169.42,5389,14917
19331,169.42,5389,14917
19331,169.42,5389,14917
19363,464.98,4531,14945
19363,464.98,4531,14945
19363,464.98,4531,14945
19364,29.94,4505,14946
19364,29.94,4505,14946
19364,29.94,4505,14946
19365,10.09,14946,5387
19365,10.09,14946,5387
19365,10.09,14946,5387
19366,145.35,5387,4562
19366,145.35,5387,4562
19366,145.35,5387,4562
19367,52.91,4505,14947
19367,52.91,4505,14947
19367,52.91,4505,14947
19368,114.04,14948,14949
19368,114.04,14948,14949
19369,13.78,14949,14950
19370,108.91,14950,14951
19370,108.91,14950,14951
19370,108.91,14950,14951
19370,108.91,14950,14951
19371,384.18,14951,14952
19371,384.18,14951,14952
19371,384.18,14951,14952
19371,384.18,14951,14952
19372,151.32,14952,14953
19372,151.32,14952,14953
19372,151.32,14952,14953
19372,151.32,14952,14953
19373,28.38,14953,14954
19373,28.38,14953,14954
19373,28.38,14953,14954
19373,28.38,14953,14954
19374,203.78,14954,10931
19374,203.78,14954,10931
19374,203.78,14954,10931
19374,203.78,14954,10931
19375,133.44,10931,14955
19377,112.14,14956,14957
19377,112.14,14956,14957
19378,30.61,14958,10099
19378,30.61,14958,10099
19379,16.59,10099,14959
19379,16.59,10099,14959
19380,12.94,14960,10098
19380,12.94,14960,10098
19381,25.18,10098,14961
19381,25.18,10098,14961
19382,182.62,14961,14962
19382,182.62,14961,14962
19383,202.94,11571,14963
19384,202.94,14963,11571
19385,179.22,14964,14965
19386,179.22,14965,14964
19387,65.77,14963,14964
19388,65.77,14964,14963
19398,169.24,14898,14977
19399,18.56,14978,14897
19400,61.71,14910,14978
19404,131.31,13826,5349
19405,275.21,14982,14983
19406,17.23,14983,14984
19407,82.41,14985,14986
19408,305.8,13825,14987
19416,294.8,5282,14993
19419,69.27,14993,14995
19420,304.76,14995,14994
19421,395.48,14993,14983
19428,87.16,14985,14998
19429,155.48,14998,14987
19431,39.13,14986,14999
19432,113.17,14999,15000
19440,243.1,1208,15005
19440,243.1,1208,15005
19441,59.61,15005,15006
19441,59.61,15005,15006
19445,264.88,15009,15010
19445,264.88,15009,15010
19446,230.96,15010,15011
19446,230.96,15010,15011
19447,137.09,15011,15012
19447,137.09,15011,15012
19448,49.31,15012,15013
19448,49.31,15012,15013
19449,12.86,15013,15014
19449,12.86,15013,15014
19450,45.9,15005,15015
19450,45.9,15005,15015
19451,89.84,1209,15016
19451,89.84,1209,15016
19452,207.15,15016,15017
19452,207.15,15016,15017
19456,94.48,735,15018
19456,94.48,735,15018
19457,230.84,15018,15019
19457,230.84,15018,15019
19458,332.08,15019,1213
19458,332.08,15019,1213
19459,8.9,15020,15021
19459,8.9,15020,15021
19460,13.77,15013,15015
19460,13.77,15013,15015
19537,266.6,15088,11269
19537,266.6,15088,11269
19645,87.78,15192,15193
19645,87.78,15192,15193
19646,314.9,15194,15195
19646,314.9,15194,15195
19646,314.9,15194,15195
19647,222.75,15196,15197
19647,222.75,15196,15197
19647,222.75,15196,15197
19652,186.76,15193,15204
19652,186.76,15193,15204
19703,117.92,15249,15250
19704,25.49,15250,15251
19705,10.48,15251,15252
19706,411.69,15252,15253
19707,17.56,15253,15254
19708,177.56,15254,15255
19717,417.34,15263,15264
19854,1146.73,153,14876
19854,1146.73,153,14876
19856,163.6,15358,461
19856,163.6,15358,461
19883,181.51,10075,15383
19884,306.42,15383,15384
19885,164.25,15385,10079
19885,164.25,15385,10079
19885,164.25,15385,10079
19886,14.7,10079,15386
19886,14.7,10079,15386
19887,168.16,15386,15387
19887,168.16,15386,15387
19888,174.63,15387,10060
19888,174.63,15387,10060
19888,174.63,15387,10060
19889,45.9,10060,10085
19889,45.9,10060,10085
19889,45.9,10060,10085
19890,98.06,15388,10083
19890,98.06,15388,10083
19890,98.06,15388,10083
19891,107.71,10083,10052
19892,141.55,10052,15389
19893,58.84,15389,15390
19894,142.95,977,15391
19894,142.95,977,15391
19894,142.95,977,15391
19895,70.46,15392,15393
19895,70.46,15392,15393
19896,307.02,15394,15395
19897,59.56,15395,10076
19898,63.17,15396,15397
19899,141.99,15397,10051
19900,206.14,10051,15385
19900,206.14,10051,15385
19900,206.14,10051,15385
19901,313.76,15390,15384
19902,543.0,15384,15398
19902,543.0,15384,15398
19902,543.0,15384,15398
19903,31.47,15398,15399
19903,31.47,15398,15399
19904,166.71,15400,15397
19905,187.0,15389,15401
19907,118.5,15403,15404
19908,471.66,15404,11398
19909,290.11,11398,15405
19909,290.11,11398,15405
19910,406.8,15405,15406
19910,406.8,15405,15406
19911,513.76,15406,15407
19911,513.76,15406,15407
19911,513.76,15406,15407
19911,513.76,15406,15407
19912,412.93,15407,8975
19912,412.93,15407,8975
19912,412.93,15407,8975
19914,943.08,8980,9017
19914,943.08,8980,9017
19914,943.08,8980,9017
19915,90.71,9017,8950
19915,90.71,9017,8950
19915,90.71,9017,8950
19916,8.71,8950,15408
19916,8.71,8950,15408
19916,8.71,8950,15408
19917,526.14,15408,15409
19917,526.14,15408,15409
19917,526.14,15408,15409
19942,146.03,15425,15423
19952,1310.12,8807,15429
19952,1310.12,8807,15429
19952,1310.12,8807,15429
19953,8.75,15429,8949
19953,8.75,15429,8949
19953,8.75,15429,8949
19954,94.75,8949,9018
19954,94.75,8949,9018
19954,94.75,8949,9018
19955,939.5,9018,8981
19955,939.5,9018,8981
19955,939.5,9018,8981
19957,403.43,8974,15430
19957,403.43,8974,15430
19957,403.43,8974,15430
19958,510.65,15430,15431
19958,510.65,15430,15431
19958,510.65,15430,15431
19959,698.24,15431,11397
19959,698.24,15431,11397
19959,698.24,15431,11397
19960,469.22,11397,15432
19960,469.22,11397,15432
19961,110.76,15432,15433
19963,199.36,15435,15436
19963,199.36,15435,15436
19964,174.91,15436,15437
19964,174.91,15436,15437
19965,17.89,15437,10094
19965,17.89,15437,10094
19966,1166.94,10094,15438
19966,1166.94,10094,15438
19968,232.02,15439,15440
19969,759.88,10116,15425
19969,759.88,10116,15425
19969,759.88,10116,15425
19970,762.01,15441,15435
19970,762.01,15441,15435
19970,762.01,15441,15435
19971,103.58,15442,15443
19972,52.24,15443,15441
19975,10.02,15445,15446
19976,10.02,15446,15445
19977,356.29,15446,15447
19978,356.29,15447,15446
19980,514.64,14059,15445
19981,291.63,15445,10412
19982,7.24,15449,15450
19983,7.24,15450,15449
19984,356.03,15450,10423
19985,356.03,10423,15450
19995,179.71,15456,15457
19996,9.32,15457,15458
19997,190.17,15458,15459
19998,7.74,15459,15460
19999,120.41,15460,6036
20000,46.27,13180,15461
20001,190.96,15461,13161
20091,469.07,15539,15540
20091,469.07,15539,15540
20092,469.07,15540,15539
20092,469.07,15540,15539
20093,126.2,15540,4579
20093,126.2,15540,4579
20094,126.2,4579,15540
20094,126.2,4579,15540
20095,283.46,4551,15541
20095,283.46,4551,15541
20096,283.46,15541,4551
20096,283.46,15541,4551
20097,113.58,15541,15542
20097,113.58,15541,15542
20098,113.58,15542,15541
20098,113.58,15542,15541
20546,362.39,15836,15837
20546,362.39,15836,15837
20547,162.53,15837,9955
20547,162.53,15837,9955
20548,521.16,1493,15838
20549,521.16,15838,1493
20550,189.05,15838,6957
20551,189.05,6957,15838
20564,17.15,7123,15842
20564,17.15,7123,15842
20565,18.45,15842,7118
20565,18.45,15842,7118
20574,254.07,15852,15853
20575,723.47,15853,15854
20575,723.47,15853,15854
20576,548.24,15854,15855
20658,44.12,15925,15926
20659,44.12,15926,15925
20660,208.39,15926,15927
20661,208.39,15927,15926
20662,188.1,15927,15928
20663,188.1,15928,15927
20664,154.33,15928,15929
20665,154.33,15929,15928
20666,370.67,15930,15931
20667,370.67,15931,15930
20672,182.54,14849,14851
20672,182.54,14849,14851
20675,174.71,15935,15936
20675,174.71,15935,15936
20678,189.13,10077,15939
20679,189.13,15939,10077
20680,58.86,15939,15940
20681,58.86,15940,15939
20682,673.05,7309,15941
20682,673.05,7309,15941
20683,673.05,15941,7309
20683,673.05,15941,7309
20684,348.37,835,15942
20684,348.37,835,15942
20685,68.64,15942,199
20685,68.64,15942,199
20685,68.64,15942,199
20769,252.59,16013,16014
20770,10.99,16014,16015
20771,440.22,16015,16016
20791,16.34,16037,16038
20791,16.34,16037,16038
20792,6.96,16038,16039
20792,6.96,16038,16039
20793,74.9,16039,16040
20793,74.9,16039,16040
20794,21.52,16040,16041
20794,21.52,16040,16041
20819,10.94,16051,16052
20820,10.94,16052,16051
20821,366.78,16052,16053
20822,366.78,16053,16052
20823,13.06,16053,16054
20824,13.06,16054,16053
20833,875.84,10624,16059
20834,875.84,16059,10624
20835,705.26,16060,16061
20836,705.26,16061,16060
20839,118.39,10597,10623
20840,118.39,10623,10597
20847,11.27,16065,16066
20848,341.66,16066,16067
20849,13.28,16067,16068
20850,353.36,16068,16069
20858,470.99,16075,16076
20859,16.83,16076,16077
20860,316.03,16077,16053
20861,385.89,16053,16078
20911,378.33,16095,3450
20911,378.33,16095,3450
20912,214.94,16040,4798
20912,214.94,16040,4798
20919,374.88,4797,16038
20919,374.88,4797,16038
20924,442.37,16065,16104
20925,10.73,16104,16105
20926,159.33,16105,16106
20927,281.88,16106,16107
20940,347.58,16091,16052
20941,348.88,16052,16114
20942,20.84,16114,16115
20943,442.59,16115,16116
20944,12.78,16116,16117
20945,237.32,16117,16118
20950,237.46,16122,16015
20951,15.02,16015,16123
20952,173.3,16123,16124
20953,180.87,16124,16125
20954,14.4,16125,16126
20955,339.64,16126,16127
20956,12.21,16127,16104
20957,304.2,16104,16128
20966,253.99,16136,16137
20967,16.8,16137,16138
20968,279.95,16138,16139
20969,161.12,16139,16140
20970,11.02,16140,16125
20971,139.06,16125,16141
20972,77.8,16141,16142
20973,224.88,16142,16068
20974,14.47,16068,16143
20975,165.65,16143,16144
20992,94.82,10603,16155
20993,323.1,16155,16156
21025,261.19,16186,16187
21026,40.32,16187,16188
21027,29.94,16188,16189
21028,46.49,16189,16190
21029,18.18,16190,16191
21030,38.87,16191,16192
21114,801.88,16271,16272
21115,19.05,16272,16273
21143,666.34,16296,16304
21143,666.34,16296,16304
21153,262.49,16315,16316
21154,255.11,16316,16317
21155,13.12,16317,16318
21156,210.31,16318,16319
21157,254.4,16319,16320
21166,431.57,16328,16329
21167,300.54,16329,16330
21168,228.11,16330,16331
21169,201.11,16331,16332
21177,124.06,16304,16340
21177,124.06,16304,16340
21178,17.67,16340,16341
21178,17.67,16340,16341
21179,180.78,16341,16342
21179,180.78,16341,16342
21180,120.23,16342,16343
21180,120.23,16342,16343
21181,373.48,16343,16344
21181,373.48,16343,16344
21186,101.67,16349,16189
21187,11.56,16189,16350
21188,35.43,16350,16351
21189,221.19,16351,16352
21190,251.76,16352,16353
21191,13.62,16353,16354
21192,212.94,16354,16355
21193,122.12,16355,16356
21194,131.26,16356,16357
21195,448.23,16357,16358
21247,259.14,16396,16397
21248,259.14,16397,16396
21249,46.68,16397,16357
21250,46.68,16357,16397
21251,26.19,16357,16398
21252,26.19,16398,16357
21253,39.57,16398,16399
21254,39.57,16399,16398
21255,266.25,16399,16320
21256,266.25,16320,16399
21311,252.76,16430,16431
21312,252.76,16431,16430
21313,13.32,16431,16316
21314,13.32,16316,16431
21315,302.65,16316,16432
21316,302.65,16432,16316
21327,120.66,16437,13804
21328,69.83,13802,16437
21350,389.5,16453,12599
21351,389.5,12599,16453
21352,135.33,12599,16454
21353,135.33,16454,12599
21354,178.43,16454,16455
21355,178.43,16455,16454
21375,224.82,16470,16471
21375,224.82,16470,16471
21376,7.35,16471,16472
21376,7.35,16471,16472
21377,820.58,16472,16473
21377,820.58,16472,16473
21438,793.33,16510,16511
21439,14.34,16511,16512
21477,40.66,16539,16540
21478,11.0,16540,16541
21479,40.29,16541,16542
21480,188.58,16542,16543
21481,35.54,16543,16544
21482,219.38,16544,10308
21483,15.85,10308,10326
21484,633.46,10326,16545
21490,165.46,16550,16551
21490,165.46,16550,16551
21491,123.99,16551,16552
21491,123.99,16551,16552
