link_id,length,from_node_id,to_node_id
1063,114.05,916,917
1064,1176.63,917,918
1070,4077.57,925,926
1071,36.24,927,928
1072,139.13,928,929
1072,139.13,928,929
1072,139.13,928,929
1073,37.4,929,930
1073,37.4,929,930
1073,37.4,929,930
1074,218.49,931,932
1074,218.49,931,932
1075,224.1,933,934
1076,224.1,934,933
1077,199.59,935,936
1077,199.59,935,936
1077,199.59,935,936
1078,199.59,936,935
1078,199.59,936,935
1078,199.59,936,935
1079,128.24,936,937
1079,128.24,936,937
1079,128.24,936,937
1080,128.24,937,936
1080,128.24,937,936
1080,128.24,937,936
1081,48.83,937,938
1081,48.83,937,938
1081,48.83,937,938
1082,48.83,938,937
1082,48.83,938,937
1082,48.83,938,937
1083,131.98,939,940
1083,131.98,939,940
1084,63.64,941,942
1084,63.64,941,942
1085,63.64,942,941
1085,63.64,942,941
1086,137.44,436,943
1086,137.44,436,943
1087,137.44,943,436
1087,137.44,943,436
1088,4.89,944,945
1089,131.21,945,931
1089,131.21,945,931
1090,92.12,931,946
1090,92.12,931,946
1091,140.74,947,948
1091,140.74,947,948
1091,140.74,947,948
1092,68.18,948,949
1092,68.18,948,949
1092,68.18,948,949
1093,702.33,950,951
1094,702.33,951,950
1095,13.36,952,953
1096,13.36,953,952
1097,115.68,953,954
1097,115.68,953,954
1098,115.68,954,953
1098,115.68,954,953
1099,269.02,954,955
1099,269.02,954,955
1099,269.02,954,955
1100,269.02,955,954
1100,269.02,955,954
1100,269.02,955,954
1101,243.35,956,928
1101,243.35,956,928
1102,99.13,957,958
1102,99.13,957,958
1103,230.74,958,959
1103,230.74,958,959
1104,45.95,959,952
1105,97.84,960,961
1105,97.84,960,961
1105,97.84,960,961
1106,257.06,962,963
1107,257.06,963,962
1108,7.97,963,964
1109,7.97,964,963
1110,9.89,951,965
1111,117.09,965,966
1112,200.34,966,967
1113,121.9,967,968
1114,12.94,968,969
1115,180.89,970,971
1115,180.89,970,971
1115,180.89,970,971
1116,180.89,971,970
1116,180.89,971,970
1116,180.89,971,970
1117,142.53,971,972
1117,142.53,971,972
1118,142.53,972,971
1118,142.53,972,971
1119,173.28,972,973
1119,173.28,972,973
1120,173.28,973,972
1120,173.28,973,972
1121,8.06,973,974
1121,8.06,973,974
1122,8.06,974,973
1122,8.06,974,973
1123,209.49,946,975
1123,209.49,946,975
1124,41.02,976,977
1124,41.02,976,977
1125,68.37,977,935
1125,68.37,977,935
1125,68.37,977,935
1126,351.0,935,978
1126,351.0,935,978
1126,351.0,935,978
1126,351.0,935,978
1127,51.93,978,927
1128,429.16,979,980
1128,429.16,979,980
1129,429.16,980,979
1129,429.16,980,979
1130,124.53,980,981
1130,124.53,980,981
1131,124.53,981,980
1131,124.53,981,980
1132,144.74,956,982
1132,144.74,956,982
1133,72.25,983,984
1133,72.25,983,984
1134,72.25,984,983
1134,72.25,984,983
1137,1998.17,987,988
1138,563.77,989,990
1138,563.77,989,990
1138,563.77,989,990
1139,150.78,991,992
1139,150.78,991,992
1139,150.78,991,992
1140,287.39,927,963
1141,128.68,963,993
1142,19.9,993,994
1143,295.7,994,957
1144,8.5,995,996
1144,8.5,995,996
1144,8.5,995,996
1145,168.6,996,997
1145,168.6,996,997
1145,168.6,996,997
1146,14.0,997,998
1146,14.0,997,998
1146,14.0,997,998
1149,50.67,1001,1002
1149,50.67,1001,1002
1150,101.38,1002,1003
1150,101.38,1002,1003
1151,116.73,1004,1005
1151,116.73,1004,1005
1152,116.73,1005,1004
1152,116.73,1005,1004
1153,252.95,1006,1007
1153,252.95,1006,1007
1153,252.95,1006,1007
1154,252.95,1007,1006
1154,252.95,1007,1006
1154,252.95,1007,1006
1155,9.88,1008,959
1156,9.88,959,1008
1157,66.65,959,1009
1158,66.65,1009,959
1161,255.16,1010,980
1161,255.16,1010,980
1162,255.16,980,1010
1162,255.16,980,1010
1163,248.0,1011,938
1163,248.0,1011,938
1163,248.0,1011,938
1164,248.0,938,1011
1164,248.0,938,1011
1164,248.0,938,1011
1165,51.08,938,1012
1165,51.08,938,1012
1165,51.08,938,1012
1166,51.08,1012,938
1166,51.08,1012,938
1166,51.08,1012,938
1167,152.7,1012,1013
1167,152.7,1012,1013
1167,152.7,1012,1013
1168,152.7,1013,1012
1168,152.7,1013,1012
1168,152.7,1013,1012
1169,228.22,1014,1015
1170,120.66,1016,1017
1170,120.66,1016,1017
1171,120.66,1017,1016
1171,120.66,1017,1016
1172,107.01,1018,1019
1172,107.01,1018,1019
1173,107.01,1019,1018
1173,107.01,1019,1018
1174,317.35,1019,1020
1174,317.35,1019,1020
1175,317.35,1020,1019
1175,317.35,1020,1019
1176,183.98,943,1021
1176,183.98,943,1021
1177,183.98,1021,943
1177,183.98,1021,943
1178,77.75,1022,1023
1178,77.75,1022,1023
1178,77.75,1022,1023
1178,77.75,1022,1023
1179,77.75,1023,1022
1179,77.75,1023,1022
1179,77.75,1023,1022
1179,77.75,1023,1022
1180,152.35,1024,1025
1180,152.35,1024,1025
1181,152.35,1025,1024
1181,152.35,1025,1024
1182,136.64,1025,1026
1183,136.64,1026,1025
1186,187.87,1028,1029
1187,187.87,1029,1028
1188,29.57,1030,1031
1188,29.57,1030,1031
1189,68.19,971,1032
1189,68.19,971,1032
1190,68.19,1032,971
1190,68.19,1032,971
1191,483.75,1032,1033
1191,483.75,1032,1033
1192,483.75,1033,1032
1192,483.75,1033,1032
1193,326.14,1034,1035
1193,326.14,1034,1035
1193,326.14,1034,1035
1194,123.57,1036,1037
1194,123.57,1036,1037
1194,123.57,1036,1037
1195,72.28,1037,1024
1195,72.28,1037,1024
1196,127.61,1024,1038
1196,127.61,1024,1038
1197,142.27,1038,1039
1197,142.27,1038,1039
1198,69.2,1039,1040
1198,69.2,1039,1040
1199,78.27,1040,1041
1199,78.27,1040,1041
1200,151.43,1041,1042
1200,151.43,1041,1042
1200,151.43,1041,1042
1201,46.58,1043,1030
1201,46.58,1043,1030
1202,80.89,1044,1045
1202,80.89,1044,1045
1203,92.59,1045,1046
1203,92.59,1045,1046
1206,91.61,1048,1049
1207,189.42,1049,1050
1207,189.42,1049,1050
1208,49.75,1050,1051
1208,49.75,1050,1051
1209,28.19,1052,426
1210,251.37,1026,1053
1210,251.37,1026,1053
1211,166.96,1053,1042
1211,166.96,1053,1042
1211,166.96,1053,1042
1212,109.9,1054,1023
1212,109.9,1054,1023
1212,109.9,1054,1023
1212,109.9,1054,1023
1213,109.9,1023,1054
1213,109.9,1023,1054
1213,109.9,1023,1054
1213,109.9,1023,1054
1214,91.94,1023,1054
1214,91.94,1023,1054
1214,91.94,1023,1054
1214,91.94,1023,1054
1215,91.94,1054,1023
1215,91.94,1054,1023
1215,91.94,1054,1023
1215,91.94,1054,1023
1216,723.57,970,1055
1216,723.57,970,1055
1216,723.57,970,1055
1217,723.57,1055,970
1217,723.57,1055,970
1217,723.57,1055,970
1218,15.59,1042,1056
1218,15.59,1042,1056
1218,15.59,1042,1056
1219,173.57,1056,1057
1219,173.57,1056,1057
1219,173.57,1056,1057
1220,69.73,1057,1058
1220,69.73,1057,1058
1221,46.9,1059,1060
1221,46.9,1059,1060
1222,57.15,1037,1061
1222,57.15,1037,1061
1222,57.15,1037,1061
1223,57.15,1061,1037
1223,57.15,1061,1037
1223,57.15,1061,1037
1224,223.87,1061,1062
1224,223.87,1061,1062
1224,223.87,1061,1062
1225,223.87,1062,1061
1225,223.87,1062,1061
1225,223.87,1062,1061
1226,10.48,1038,1063
1226,10.48,1038,1063
1227,10.48,1063,1038
1227,10.48,1063,1038
1228,216.43,1063,1022
1228,216.43,1063,1022
1228,216.43,1063,1022
1228,216.43,1063,1022
1229,216.43,1022,1063
1229,216.43,1022,1063
1229,216.43,1022,1063
1229,216.43,1022,1063
1230,457.5,1022,1064
1230,457.5,1022,1064
1230,457.5,1022,1064
1230,457.5,1022,1064
1231,457.5,1064,1022
1231,457.5,1064,1022
1231,457.5,1064,1022
1231,457.5,1064,1022
1232,66.24,1065,1066
1232,66.24,1065,1066
1233,21.58,1066,1044
1233,21.58,1066,1044
1234,28.34,1044,1067
1234,28.34,1044,1067
1235,10.42,1067,1068
1235,10.42,1067,1068
1236,20.12,1068,1069
1236,20.12,1068,1069
1237,38.0,1069,202
1237,38.0,1069,202
1238,24.13,202,1065
1238,24.13,202,1065
1241,151.97,1071,1029
1242,151.97,1029,1071
1243,129.86,1029,1072
1244,129.86,1072,1029
1245,47.89,1072,1073
1246,47.89,1073,1072
1247,223.18,1073,1074
1248,223.18,1074,1073
1249,226.38,1074,1075
1250,226.38,1075,1074
1251,218.16,1076,1077
1251,218.16,1076,1077
1252,45.78,1078,1079
1253,45.78,1079,1078
1254,110.62,1079,1080
1255,110.62,1080,1079
1256,99.05,1080,1081
1257,99.05,1081,1080
1258,205.34,1081,1082
1258,205.34,1081,1082
1259,205.34,1082,1081
1259,205.34,1082,1081
1260,14.29,1083,1084
1260,14.29,1083,1084
1261,45.34,1084,1085
1261,45.34,1084,1085
1262,97.46,1085,1086
1262,97.46,1085,1086
1263,44.25,1086,1087
1263,44.25,1086,1087
1264,111.06,908,1088
1264,111.06,908,1088
1265,126.62,1088,1089
1265,126.62,1088,1089
1266,176.93,1089,1090
1266,176.93,1089,1090
1267,267.65,1091,1092
1268,267.65,1092,1091
1269,243.9,1092,1093
1270,243.9,1093,1092
1271,114.54,1094,1095
1271,114.54,1094,1095
1272,114.54,1095,1094
1272,114.54,1095,1094
1273,393.67,1096,1097
1273,393.67,1096,1097
1274,393.67,1097,1096
1274,393.67,1097,1096
1275,16.15,1097,1074
1276,16.15,1074,1097
1277,290.71,1073,1061
1277,290.71,1073,1061
1277,290.71,1073,1061
1278,290.71,1061,1073
1278,290.71,1061,1073
1278,290.71,1061,1073
1279,505.08,1098,1026
1279,505.08,1098,1026
1279,505.08,1098,1026
1280,505.08,1026,1098
1280,505.08,1026,1098
1280,505.08,1026,1098
1281,137.17,1047,1099
1281,137.17,1047,1099
1282,28.09,1099,1100
1282,28.09,1099,1100
1283,84.41,1100,1101
1283,84.41,1100,1101
1284,85.48,1102,1094
1284,85.48,1102,1094
1285,151.18,1094,974
1285,151.18,1094,974
1286,73.45,427,1103
1286,73.45,427,1103
1295,503.74,1108,1109
1295,503.74,1108,1109
1296,503.74,1109,1108
1296,503.74,1109,1108
1297,10.84,1109,1110
1297,10.84,1109,1110
1298,10.84,1110,1109
1298,10.84,1110,1109
1299,281.87,1110,1111
1299,281.87,1110,1111
1300,281.87,1111,1110
1300,281.87,1111,1110
1301,59.87,1111,1112
1301,59.87,1111,1112
1302,59.87,1112,1111
1302,59.87,1112,1111
1303,764.15,1113,1114
1303,764.15,1113,1114
1303,764.15,1113,1114
1303,764.15,1113,1114
1304,764.15,1114,1113
1304,764.15,1114,1113
1304,764.15,1114,1113
1304,764.15,1114,1113
1305,94.64,1114,1115
1305,94.64,1114,1115
1306,94.64,1115,1114
1306,94.64,1115,1114
1307,30.16,1115,1116
1308,30.16,1116,1115
1309,161.31,851,1117
1309,161.31,851,1117
1310,161.31,1117,851
1310,161.31,1117,851
1311,527.23,1117,1118
1311,527.23,1117,1118
1311,527.23,1117,1118
1312,527.23,1118,1117
1312,527.23,1118,1117
1312,527.23,1118,1117
1313,421.86,1117,1116
1313,421.86,1117,1116
1313,421.86,1117,1116
1314,371.57,1116,1119
1314,371.57,1116,1119
1314,371.57,1116,1119
1315,98.73,1119,1120
1315,98.73,1119,1120
1316,208.89,1121,1122
1317,208.89,1122,1121
1318,111.82,1122,1123
1319,111.82,1123,1122
1320,1329.1,1113,1118
1320,1329.1,1113,1118
1320,1329.1,1113,1118
1321,155.0,1124,1125
1321,155.0,1124,1125
1322,155.0,1125,1124
1322,155.0,1125,1124
1323,174.51,1125,1126
1323,174.51,1125,1126
1324,174.51,1126,1125
1324,174.51,1126,1125
1325,128.64,1125,1127
1325,128.64,1125,1127
1326,128.64,1127,1125
1326,128.64,1127,1125
1327,922.91,1128,1129
1328,922.91,1129,1128
1331,411.68,1132,908
1331,411.68,1132,908
1332,411.68,908,1132
1332,411.68,908,1132
1333,49.55,1133,1134
1333,49.55,1133,1134
1334,49.55,1134,1133
1334,49.55,1134,1133
1335,131.8,1134,1135
1335,131.8,1134,1135
1336,131.8,1135,1134
1336,131.8,1135,1134
1349,120.9,167,1149
1349,120.9,167,1149
1349,120.9,167,1149
1350,753.9,1149,1150
1350,753.9,1149,1150
1350,753.9,1149,1150
1355,629.04,1154,1155
1356,629.04,1155,1154
1373,367.95,1170,1171
1385,648.61,1182,1183
1386,71.62,1183,1184
1387,18.73,1184,1185
1388,71.44,1185,1186
1389,648.11,1186,1187
1412,343.53,1203,1204
1412,343.53,1203,1204
1412,343.53,1203,1204
1412,343.53,1203,1204
1412,343.53,1203,1204
1413,241.94,1204,733
1413,241.94,1204,733
1413,241.94,1204,733
1415,324.24,1207,1208
1415,324.24,1207,1208
1416,240.66,1208,1209
1416,240.66,1208,1209
1417,390.27,1210,1211
1417,390.27,1210,1211
1418,65.15,1212,1207
1418,65.15,1212,1207
1420,67.52,1213,1203
1420,67.52,1213,1203
1421,201.82,1214,1215
1422,79.81,1216,1217
1423,558.62,1217,1218
1429,40.22,1215,1216
1430,37.34,1224,1225
1431,258.34,1225,1226
1445,671.54,1240,1241
1446,31.9,1241,1224
1550,219.31,1335,1336
1579,215.3,1351,1352
1580,215.3,1352,1351
1585,44.11,1356,1357
1586,1038.54,1358,1359
1587,1038.54,1359,1358
1631,379.65,1385,1386
1642,15.77,1396,1397
1643,344.65,1397,1398
1644,55.61,1398,1399
1645,197.83,1399,1400
1646,173.82,1400,1401
1647,389.44,1401,1402
1648,96.1,1402,1403
1649,9.85,1403,1404
1650,54.51,1404,1405
1666,55.15,1418,1419
1668,53.94,1422,1423
1668,53.94,1422,1423
1669,209.07,1423,1424
1669,209.07,1423,1424
1670,116.17,1424,1425
1670,116.17,1424,1425
1671,75.69,1425,1426
1671,75.69,1425,1426
1672,114.95,1426,1427
1672,114.95,1426,1427
1673,41.71,1427,1428
1673,41.71,1427,1428
1674,31.14,1428,1429
1674,31.14,1428,1429
1675,60.38,1429,1430
1675,60.38,1429,1430
1676,831.33,1430,1421
1676,831.33,1430,1421
1677,48.87,1421,1431
1678,32.64,1431,1432
1679,334.3,1432,1433
1680,389.93,1433,1434
1681,80.66,1435,1436
1682,365.8,1436,1437
1683,41.01,1437,1438
1684,45.28,1438,1439
1685,294.61,1439,1440
1686,80.51,1440,1420
1687,917.29,1420,1441
1687,917.29,1420,1441
1688,153.6,1441,1442
1688,153.6,1441,1442
1689,75.43,1442,1443
1689,75.43,1442,1443
1690,324.97,1443,1444
1690,324.97,1443,1444
1691,57.38,1444,1445
1691,57.38,1444,1445
1692,82.98,1434,1446
1693,481.76,91,1447
1693,481.76,91,1447
1694,182.94,1447,1448
1694,182.94,1447,1448
1695,210.51,1448,1449
1696,37.83,1419,1450
1697,605.38,1451,1452
1697,605.38,1451,1452
1698,994.55,1452,85
1699,65.64,1453,1451
1700,65.07,92,1454
1701,1099.11,1454,1455
1702,736.28,1455,1456
1703,252.7,1456,1457
1704,296.68,1458,1459
1704,296.68,1458,1459
1706,162.65,1461,1462
1707,47.93,1462,1463
1708,177.55,1463,1464
1709,93.34,1464,1465
1710,30.23,1465,1466
1711,24.57,1466,1467
1712,158.78,1467,1468
1713,26.8,1468,1469
1714,223.75,1469,1470
1715,11.9,1470,1471
1716,41.64,1471,1472
1717,387.49,1472,1473
1720,182.94,1475,1476
1721,36.08,1476,1477
1722,104.06,1477,1478
1723,73.81,1478,1479
1724,13.41,1479,1480
1725,52.58,1480,1481
1726,739.75,1481,1435
1726,739.75,1481,1435
1727,100.84,1482,1483
1728,214.9,1484,1485
1729,214.9,1485,1484
1746,31.14,1498,1499
1747,337.44,1499,1500
1748,11.46,1500,1501
1749,220.35,1501,1502
1750,272.18,1502,1503
1751,119.12,1503,1504
1754,352.28,1506,1507
1755,9.72,1507,1508
1756,156.43,1508,615
1757,22.78,615,643
1787,40.74,1530,1531
1788,366.17,1531,1532
1789,386.27,1533,1534
1790,156.78,1534,1356
1791,343.32,1535,1536
1792,26.07,1536,1537
1793,292.02,1537,1538
1986,403.66,1691,1692
1987,57.53,1693,1694
1987,57.53,1693,1694
1988,199.23,1694,1695
1988,199.23,1694,1695
1990,247.68,1697,1698
1990,247.68,1697,1698
1991,406.65,1698,1699
1991,406.65,1698,1699
1992,295.04,1699,1700
1992,295.04,1699,1700
1996,267.07,1705,1706
1996,267.07,1705,1706
1997,37.83,1707,1708
1997,37.83,1707,1708
1998,151.23,1708,1709
1998,151.23,1708,1709
1999,131.98,1709,1710
1999,131.98,1709,1710
2000,90.58,1710,1711
2000,90.58,1710,1711
2001,110.33,1711,1712
2001,110.33,1711,1712
2002,35.47,1712,1713
2002,35.47,1712,1713
2003,425.11,1713,1714
2003,425.11,1713,1714
2006,156.95,1716,1717
2007,259.37,1717,1718
2008,90.78,1718,1719
2009,95.03,1719,1720
