distance,walking_distance,duration,from,to
9671,0,880,"['龙凤溪', '向家岗']",解放碑
9671,0,880,"['龙凤溪', '向家岗']",江北嘴
9671,0,880,"['龙凤溪', '向家岗']",弹子石
1733,0,354,"['向家岗', '蔡家']",解放碑
1733,0,354,"['向家岗', '蔡家']",江北嘴
1733,0,354,"['向家岗', '蔡家']",弹子石
1814,0,360,"['蔡家', '曹家湾']",解放碑
1814,0,360,"['蔡家', '曹家湾']",江北嘴
1814,0,360,"['蔡家', '曹家湾']",弹子石
5140,0,580,"['曹家湾', '金山寺']",解放碑
5140,0,580,"['曹家湾', '金山寺']",江北嘴
5140,0,580,"['曹家湾', '金山寺']",弹子石
1391,0,332,"['金山寺', '礼嘉']",解放碑
1391,0,332,"['金山寺', '礼嘉']",江北嘴
1391,0,332,"['金山寺', '礼嘉']",弹子石
1597,0,345,"['礼嘉', '九曲河']",解放碑
1597,0,345,"['礼嘉', '九曲河']",江北嘴
1597,0,345,"['礼嘉', '九曲河']",弹子石
2000,0,372,"['九曲河', '康庄']",解放碑
2000,0,372,"['九曲河', '康庄']",江北嘴
2000,0,372,"['九曲河', '康庄']",弹子石
676,0,284,"['康庄', '大竹林']",解放碑
676,0,284,"['康庄', '大竹林']",江北嘴
676,0,284,"['康庄', '大竹林']",弹子石
2784,0,424,"['大竹林', '光电园']",解放碑
2784,0,424,"['大竹林', '光电园']",江北嘴
2784,0,424,"['大竹林', '光电园']",弹子石
1572,0,344,"['光电园', '冉家坝']",解放碑
1572,0,344,"['光电园', '冉家坝']",江北嘴
1572,0,344,"['光电园', '冉家坝']",弹子石
800,0,292,"['冉家坝', '大龙山']",解放碑
800,0,292,"['冉家坝', '大龙山']",江北嘴
800,0,292,"['冉家坝', '大龙山']",弹子石
1632,0,348,"['大龙山', '花卉园']",解放碑
1632,0,348,"['大龙山', '花卉园']",江北嘴
1632,0,348,"['大龙山', '花卉园']",弹子石
1198,0,319,"['花卉园', '红旗河沟']",解放碑
1198,0,319,"['花卉园', '红旗河沟']",江北嘴
1198,0,319,"['花卉园', '红旗河沟']",弹子石
1201,0,319,"['红旗河沟', '黄泥塝']",解放碑
1201,0,319,"['红旗河沟', '黄泥塝']",江北嘴
1201,0,319,"['红旗河沟', '黄泥塝']",弹子石
1385,0,331,"['黄泥塝', '红土地']",解放碑
1385,0,331,"['黄泥塝', '红土地']",江北嘴
1385,0,331,"['黄泥塝', '红土地']",弹子石
1166,0,317,"['红土地', '五里店']",解放碑
1166,0,317,"['红土地', '五里店']",江北嘴
1166,0,317,"['红土地', '五里店']",弹子石
1343,0,328,"['五里店', '江北城']",解放碑
1343,0,328,"['五里店', '江北城']",江北嘴
1343,0,328,"['五里店', '江北城']",弹子石
916,0,300,"['江北城', '大剧院']",解放碑
916,0,300,"['江北城', '大剧院']",江北嘴
916,0,300,"['江北城', '大剧院']",弹子石
1341,0,328,"['大剧院', '小什字']",解放碑
1341,0,328,"['大剧院', '小什字']",江北嘴
1341,0,328,"['大剧院', '小什字']",弹子石
1379,0,331,"['小什字', '上新街']",解放碑
1379,0,331,"['小什字', '上新街']",江北嘴
1379,0,331,"['小什字', '上新街']",弹子石
7193,0,716,"['上新街', '刘家坪']",解放碑
7193,0,716,"['上新街', '刘家坪']",江北嘴
7193,0,716,"['上新街', '刘家坪']",弹子石
1867,0,363,"['刘家坪', '长生桥']",解放碑
1867,0,363,"['刘家坪', '长生桥']",江北嘴
1867,0,363,"['刘家坪', '长生桥']",弹子石
1780,0,357,"['长生桥', '邱家湾']",解放碑
1780,0,357,"['长生桥', '邱家湾']",江北嘴
1780,0,357,"['长生桥', '邱家湾']",弹子石
1414,0,333,"['邱家湾', '茶园']",解放碑
1414,0,333,"['邱家湾', '茶园']",江北嘴
1414,0,333,"['邱家湾', '茶园']",弹子石
1549,0,550,"['沙河坝', '红岩坪']",解放碑
1549,0,550,"['沙河坝', '红岩坪']",江北嘴
1549,0,550,"['沙河坝', '红岩坪']",弹子石
1130,0,523,"['红岩坪', '复兴']",解放碑
1130,0,523,"['红岩坪', '复兴']",江北嘴
1130,0,523,"['红岩坪', '复兴']",弹子石
1552,0,550,"['复兴', '思源']",解放碑
1552,0,550,"['复兴', '思源']",江北嘴
1552,0,550,"['复兴', '思源']",弹子石
2711,0,626,"['思源', '刘家院子']",解放碑
2711,0,626,"['思源', '刘家院子']",江北嘴
2711,0,626,"['思源', '刘家院子']",弹子石
2110,0,587,"['刘家院子', '清溪河']",解放碑
2110,0,587,"['刘家院子', '清溪河']",江北嘴
2110,0,587,"['刘家院子', '清溪河']",弹子石
2379,0,604,"['清溪河', '王家庄']",解放碑
2379,0,604,"['清溪河', '王家庄']",江北嘴
2379,0,604,"['清溪河', '王家庄']",弹子石
1893,0,361,"['王家庄', '悦来']",解放碑
1893,0,361,"['王家庄', '悦来']",江北嘴
1893,0,361,"['王家庄', '悦来']",弹子石
1019,0,516,"['悦来', '国博中心']",解放碑
1019,0,516,"['悦来', '国博中心']",江北嘴
1019,0,516,"['悦来', '国博中心']",弹子石
2605,0,619,"['国博中心', '高义口']",解放碑
2605,0,619,"['国博中心', '高义口']",江北嘴
2605,0,619,"['国博中心', '高义口']",弹子石
3230,0,659,"['高义口', '黄茅坪']",解放碑
3230,0,659,"['高义口', '黄茅坪']",江北嘴
3230,0,659,"['高义口', '黄茅坪']",弹子石
3365,0,668,"['黄茅坪', '欢乐谷']",解放碑
3365,0,668,"['黄茅坪', '欢乐谷']",江北嘴
3365,0,668,"['黄茅坪', '欢乐谷']",弹子石
2490,0,611,"['欢乐谷', '礼嘉']",解放碑
2490,0,611,"['欢乐谷', '礼嘉']",江北嘴
2490,0,611,"['欢乐谷', '礼嘉']",弹子石
1153,0,284,"['花石沟', '丛岩寺']",解放碑
1153,0,284,"['花石沟', '丛岩寺']",江北嘴
1153,0,284,"['花石沟', '丛岩寺']",弹子石
2519,0,407,"['丛岩寺', '中央公园东']",解放碑
2519,0,407,"['丛岩寺', '中央公园东']",江北嘴
2519,0,407,"['丛岩寺', '中央公园东']",弹子石
1117,0,280,"['中央公园东', '兰桂大道']",解放碑
1117,0,280,"['中央公园东', '兰桂大道']",江北嘴
1117,0,280,"['中央公园东', '兰桂大道']",弹子石
979,0,268,"['兰桂大道', '春华大道']",解放碑
979,0,268,"['兰桂大道', '春华大道']",江北嘴
979,0,268,"['兰桂大道', '春华大道']",弹子石
2121,0,371,"['春华大道', '兴科大道']",解放碑
2121,0,371,"['春华大道', '兴科大道']",江北嘴
2121,0,371,"['春华大道', '兴科大道']",弹子石
1344,0,301,"['兴科大道', '宝圣湖']",解放碑
1344,0,301,"['兴科大道', '宝圣湖']",江北嘴
1344,0,301,"['兴科大道', '宝圣湖']",弹子石
2117,0,370,"['宝圣湖', '青岗坪']",解放碑
2117,0,370,"['宝圣湖', '青岗坪']",江北嘴
2117,0,370,"['宝圣湖', '青岗坪']",弹子石
1630,0,327,"['青岗坪', '上湾路']",解放碑
1630,0,327,"['青岗坪', '上湾路']",江北嘴
1630,0,327,"['青岗坪', '上湾路']",弹子石
1952,0,356,"['上湾路', '石盘河']",解放碑
1952,0,356,"['上湾路', '石盘河']",江北嘴
1952,0,356,"['上湾路', '石盘河']",弹子石
1539,0,318,"['石盘河', '何家梁']",解放碑
1539,0,318,"['石盘河', '何家梁']",江北嘴
1539,0,318,"['石盘河', '何家梁']",弹子石
1591,720,1926,"['何家梁', '邮轮母港']",解放碑
1591,720,1926,"['何家梁', '邮轮母港']",江北嘴
1591,720,1926,"['何家梁', '邮轮母港']",弹子石
2618,867,1080,"['邮轮母港', '保税港']",解放碑
2618,867,1080,"['邮轮母港', '保税港']",江北嘴
2618,867,1080,"['邮轮母港', '保税港']",弹子石
1566,0,321,"['保税港', '头塘']",解放碑
1566,0,321,"['保税港', '头塘']",江北嘴
1566,0,321,"['保税港', '头塘']",弹子石
1693,0,332,"['头塘', '溉澜溪']",解放碑
1693,0,332,"['头塘', '溉澜溪']",江北嘴
1693,0,332,"['头塘', '溉澜溪']",弹子石
1042,0,273,"['溉澜溪', '五里店']",解放碑
1042,0,273,"['溉澜溪', '五里店']",江北嘴
1042,0,273,"['溉澜溪', '五里店']",弹子石
1211,0,289,"['五里店', '江北城']",解放碑
1211,0,289,"['五里店', '江北城']",江北嘴
1211,0,289,"['五里店', '江北城']",弹子石
985,0,268,"['江北城', '刘家台']",解放碑
985,0,268,"['江北城', '刘家台']",江北嘴
985,0,268,"['江北城', '刘家台']",弹子石
966,0,267,"['刘家台', '鲤鱼池']",解放碑
966,0,267,"['刘家台', '鲤鱼池']",江北嘴
966,0,267,"['刘家台', '鲤鱼池']",弹子石
1629,0,326,"['鲤鱼池', '观音桥']",解放碑
1629,0,326,"['鲤鱼池', '观音桥']",江北嘴
1629,0,326,"['鲤鱼池', '观音桥']",弹子石
1002,0,270,"['观音桥', '蚂蝗梁']",解放碑
1002,0,270,"['观音桥', '蚂蝗梁']",江北嘴
1002,0,270,"['观音桥', '蚂蝗梁']",弹子石
889,0,260,"['蚂蝗梁', '李家坪']",解放碑
889,0,260,"['蚂蝗梁', '李家坪']",江北嘴
889,0,260,"['蚂蝗梁', '李家坪']",弹子石
1497,0,315,"['李家坪', '化龙桥']",解放碑
1497,0,315,"['李家坪', '化龙桥']",江北嘴
1497,0,315,"['李家坪', '化龙桥']",弹子石
1954,0,356,"['化龙桥', '富华路']",解放碑
1954,0,356,"['化龙桥', '富华路']",江北嘴
1954,0,356,"['化龙桥', '富华路']",弹子石
1169,0,285,"['富华路', '红岩村']",解放碑
1169,0,285,"['富华路', '红岩村']",江北嘴
1169,0,285,"['富华路', '红岩村']",弹子石
1144,0,283,"['红岩村', '土湾']",解放碑
1144,0,283,"['红岩村', '土湾']",江北嘴
1144,0,283,"['红岩村', '土湾']",弹子石
939,0,264,"['土湾', '小龙坎']",解放碑
939,0,264,"['土湾', '小龙坎']",江北嘴
939,0,264,"['土湾', '小龙坎']",弹子石
941,0,264,"['小龙坎', '沙坪坝']",解放碑
941,0,264,"['小龙坎', '沙坪坝']",江北嘴
941,0,264,"['小龙坎', '沙坪坝']",弹子石
1238,0,291,"['沙坪坝', '天梨路']",解放碑
1238,0,291,"['沙坪坝', '天梨路']",江北嘴
1238,0,291,"['沙坪坝', '天梨路']",弹子石
1163,0,284,"['天梨路', '高滩岩']",解放碑
1163,0,284,"['天梨路', '高滩岩']",江北嘴
1163,0,284,"['天梨路', '高滩岩']",弹子石
2278,290,1079,"['高滩岩', '新桥']",解放碑
2278,290,1076,"['高滩岩', '新桥']",江北嘴
2278,290,1090,"['高滩岩', '新桥']",弹子石
3952,0,660,"['圣泉寺', '江津高铁']",解放碑
3952,0,660,"['圣泉寺', '江津高铁']",江北嘴
3952,0,660,"['圣泉寺', '江津高铁']",弹子石
4223,0,674,"['江津高铁', '享堂']",解放碑
4223,0,674,"['江津高铁', '享堂']",江北嘴
4223,0,674,"['江津高铁', '享堂']",弹子石
5805,0,758,"['享堂', '双福']",解放碑
5805,0,758,"['享堂', '双福']",江北嘴
5805,0,758,"['享堂', '双福']",弹子石
4509,0,689,"['双福', '九龙园']",解放碑
4509,0,689,"['双福', '九龙园']",江北嘴
4509,0,689,"['双福', '九龙园']",弹子石
6853,0,814,"['九龙园', '石林寺']",解放碑
6853,0,814,"['九龙园', '石林寺']",江北嘴
6853,0,814,"['九龙园', '石林寺']",弹子石
1067,0,506,"['石林寺', '跳磴']",解放碑
1067,0,506,"['石林寺', '跳磴']",江北嘴
1067,0,506,"['石林寺', '跳磴']",弹子石
1113,0,309,"['重庆图书馆', '天星桥']",解放碑
1113,0,309,"['重庆图书馆', '天星桥']",江北嘴
1113,0,309,"['重庆图书馆', '天星桥']",弹子石
1618,0,368,"['天星桥', '沙坪坝']",解放碑
1618,0,368,"['天星桥', '沙坪坝']",江北嘴
1618,0,368,"['天星桥', '沙坪坝']",弹子石
1579,0,364,"['沙坪坝', '重庆大学']",解放碑
1579,0,364,"['沙坪坝', '重庆大学']",江北嘴
1579,0,364,"['沙坪坝', '重庆大学']",弹子石
2218,0,438,"['重庆大学', '玉带山']",解放碑
2218,0,438,"['重庆大学', '玉带山']",江北嘴
2218,0,438,"['重庆大学', '玉带山']",弹子石
1597,0,366,"['玉带山', '南桥寺']",解放碑
1597,0,366,"['玉带山', '南桥寺']",江北嘴
1597,0,366,"['玉带山', '南桥寺']",弹子石
1214,0,321,"['南桥寺', '体育公园']",解放碑
1214,0,321,"['南桥寺', '体育公园']",江北嘴
1214,0,321,"['南桥寺', '体育公园']",弹子石
929,0,288,"['体育公园', '冉家坝']",解放碑
929,0,288,"['体育公园', '冉家坝']",江北嘴
929,0,288,"['体育公园', '冉家坝']",弹子石
1036,0,300,"['冉家坝', '动步公园']",解放碑
1036,0,300,"['冉家坝', '动步公园']",江北嘴
1036,0,300,"['冉家坝', '动步公园']",弹子石
936,0,289,"['动步公园', '洪湖东路']",解放碑
936,0,289,"['动步公园', '洪湖东路']",江北嘴
936,0,289,"['动步公园', '洪湖东路']",弹子石
1445,0,348,"['洪湖东路', '民安大道']",解放碑
1445,0,348,"['洪湖东路', '民安大道']",江北嘴
1445,0,348,"['洪湖东路', '民安大道']",弹子石
2045,0,418,"['民安大道', '重庆北站南广场']",解放碑
2045,0,418,"['民安大道', '重庆北站南广场']",江北嘴
2045,0,418,"['民安大道', '重庆北站南广场']",弹子石
2121,0,427,"['重庆北站南广场', '渝鲁']",解放碑
2121,0,427,"['重庆北站南广场', '渝鲁']",江北嘴
2121,0,427,"['重庆北站南广场', '渝鲁']",弹子石
1546,0,360,"['渝鲁', '五里店']",解放碑
1546,0,360,"['渝鲁', '五里店']",江北嘴
1546,0,360,"['渝鲁', '五里店']",弹子石
2326,0,451,"['五里店', '弹子石']",解放碑
2326,0,451,"['五里店', '弹子石']",江北嘴
2326,0,451,"['五里店', '弹子石']",弹子石
1568,0,362,"['弹子石', '涂山']",解放碑
1568,0,362,"['弹子石', '涂山']",江北嘴
1568,0,362,"['弹子石', '涂山']",弹子石
1409,0,344,"['涂山', '仁济']",解放碑
1409,0,344,"['涂山', '仁济']",江北嘴
1409,0,344,"['涂山', '仁济']",弹子石
1039,0,301,"['仁济', '上新街']",解放碑
1039,0,301,"['仁济', '上新街']",江北嘴
1039,0,301,"['仁济', '上新街']",弹子石
1226,0,322,"['上新街', '上浩']",解放碑
1226,0,322,"['上新街', '上浩']",江北嘴
1226,0,322,"['上新街', '上浩']",弹子石
1676,0,375,"['上浩', '海棠溪']",解放碑
1676,0,375,"['上浩', '海棠溪']",江北嘴
1676,0,375,"['上浩', '海棠溪']",弹子石
1127,0,311,"['海棠溪', '罗家坝']",解放碑
1127,0,311,"['海棠溪', '罗家坝']",江北嘴
1127,0,311,"['海棠溪', '罗家坝']",弹子石
1199,0,319,"['罗家坝', '四公里']",解放碑
1199,0,319,"['罗家坝', '四公里']",江北嘴
1199,0,319,"['罗家坝', '四公里']",弹子石
1937,0,405,"['四公里', '南湖']",解放碑
1937,0,405,"['四公里', '南湖']",江北嘴
1937,0,405,"['四公里', '南湖']",弹子石
1057,0,303,"['南湖', '海峡路']",解放碑
1057,0,303,"['南湖', '海峡路']",江北嘴
1057,0,303,"['南湖', '海峡路']",弹子石
2397,0,459,"['海峡路', '谢家湾']",解放碑
2397,0,459,"['海峡路', '谢家湾']",江北嘴
2397,0,459,"['海峡路', '谢家湾']",弹子石
2026,0,416,"['谢家湾', '奥体中心']",解放碑
2026,0,416,"['谢家湾', '奥体中心']",江北嘴
2026,0,416,"['谢家湾', '奥体中心']",弹子石
1158,0,315,"['奥体中心', '陈家坪']",解放碑
1158,0,315,"['奥体中心', '陈家坪']",江北嘴
1158,0,315,"['奥体中心', '陈家坪']",弹子石
2185,0,434,"['陈家坪', '彩云湖']",解放碑
2185,0,434,"['陈家坪', '彩云湖']",江北嘴
2185,0,434,"['陈家坪', '彩云湖']",弹子石
1830,0,393,"['彩云湖', '二郎']",解放碑
1830,0,393,"['彩云湖', '二郎']",江北嘴
1830,0,393,"['彩云湖', '二郎']",弹子石
1629,0,369,"['二郎', '华龙']",解放碑
1629,0,369,"['二郎', '华龙']",江北嘴
1629,0,369,"['二郎', '华龙']",弹子石
1665,0,374,"['华龙', '重庆西站']",解放碑
1665,0,374,"['华龙', '重庆西站']",江北嘴
1665,0,374,"['华龙', '重庆西站']",弹子石
1947,0,407,"['重庆西站', '上桥']",解放碑
1947,0,407,"['重庆西站', '上桥']",江北嘴
1947,0,407,"['重庆西站', '上桥']",弹子石
1205,0,320,"['上桥', '凤鸣山']",解放碑
1205,0,320,"['上桥', '凤鸣山']",江北嘴
1205,0,320,"['上桥', '凤鸣山']",弹子石
1287,0,330,"['凤鸣山', '重庆图书馆']",解放碑
1287,0,330,"['凤鸣山', '重庆图书馆']",江北嘴
1287,0,330,"['凤鸣山', '重庆图书馆']",弹子石
1829,0,393,"['二郎', '彩云湖']",解放碑
1829,0,393,"['二郎', '彩云湖']",江北嘴
1829,0,393,"['二郎', '彩云湖']",弹子石
2185,0,434,"['彩云湖', '陈家坪']",解放碑
2185,0,434,"['彩云湖', '陈家坪']",江北嘴
2185,0,434,"['彩云湖', '陈家坪']",弹子石
1158,0,315,"['陈家坪', '奥体中心']",解放碑
1158,0,315,"['陈家坪', '奥体中心']",江北嘴
1158,0,315,"['陈家坪', '奥体中心']",弹子石
2027,0,416,"['奥体中心', '谢家湾']",解放碑
2027,0,416,"['奥体中心', '谢家湾']",江北嘴
2027,0,416,"['奥体中心', '谢家湾']",弹子石
2396,0,459,"['谢家湾', '海峡路']",解放碑
2396,0,459,"['谢家湾', '海峡路']",江北嘴
2396,0,459,"['谢家湾', '海峡路']",弹子石
1057,0,303,"['海峡路', '南湖']",解放碑
1057,0,303,"['海峡路', '南湖']",江北嘴
1057,0,303,"['海峡路', '南湖']",弹子石
1937,0,405,"['南湖', '四公里']",解放碑
1937,0,405,"['南湖', '四公里']",江北嘴
1937,0,405,"['南湖', '四公里']",弹子石
1200,0,319,"['四公里', '罗家坝']",解放碑
1200,0,319,"['四公里', '罗家坝']",江北嘴
1200,0,319,"['四公里', '罗家坝']",弹子石
1126,0,311,"['罗家坝', '海棠溪']",解放碑
1126,0,311,"['罗家坝', '海棠溪']",江北嘴
1126,0,311,"['罗家坝', '海棠溪']",弹子石
1676,0,375,"['海棠溪', '上浩']",解放碑
1676,0,375,"['海棠溪', '上浩']",江北嘴
1676,0,375,"['海棠溪', '上浩']",弹子石
1226,0,322,"['上浩', '上新街']",解放碑
1226,0,322,"['上浩', '上新街']",江北嘴
1226,0,322,"['上浩', '上新街']",弹子石
1039,0,301,"['上新街', '仁济']",解放碑
1039,0,301,"['上新街', '仁济']",江北嘴
1039,0,301,"['上新街', '仁济']",弹子石
1409,0,344,"['仁济', '涂山']",解放碑
1409,0,344,"['仁济', '涂山']",江北嘴
1409,0,344,"['仁济', '涂山']",弹子石
1568,0,362,"['涂山', '弹子石']",解放碑
1568,0,362,"['涂山', '弹子石']",江北嘴
1568,0,362,"['涂山', '弹子石']",弹子石
2326,0,451,"['弹子石', '五里店']",解放碑
2326,0,451,"['弹子石', '五里店']",江北嘴
2326,0,451,"['弹子石', '五里店']",弹子石
1546,0,360,"['五里店', '渝鲁']",解放碑
1546,0,360,"['五里店', '渝鲁']",江北嘴
1546,0,360,"['五里店', '渝鲁']",弹子石
2121,0,427,"['渝鲁', '重庆北站南广场']",解放碑
2121,0,427,"['渝鲁', '重庆北站南广场']",江北嘴
2121,0,427,"['渝鲁', '重庆北站南广场']",弹子石
2045,0,418,"['重庆北站南广场', '民安大道']",解放碑
2045,0,418,"['重庆北站南广场', '民安大道']",江北嘴
2045,0,418,"['重庆北站南广场', '民安大道']",弹子石
1445,0,348,"['民安大道', '洪湖东路']",解放碑
1445,0,348,"['民安大道', '洪湖东路']",江北嘴
1445,0,348,"['民安大道', '洪湖东路']",弹子石
936,0,289,"['洪湖东路', '动步公园']",解放碑
936,0,289,"['洪湖东路', '动步公园']",江北嘴
936,0,289,"['洪湖东路', '动步公园']",弹子石
1037,0,300,"['动步公园', '冉家坝']",解放碑
1037,0,300,"['动步公园', '冉家坝']",江北嘴
1037,0,300,"['动步公园', '冉家坝']",弹子石
928,0,288,"['冉家坝', '体育公园']",解放碑
928,0,288,"['冉家坝', '体育公园']",江北嘴
928,0,288,"['冉家坝', '体育公园']",弹子石
1214,0,321,"['体育公园', '南桥寺']",解放碑
1214,0,321,"['体育公园', '南桥寺']",江北嘴
1214,0,321,"['体育公园', '南桥寺']",弹子石
1597,0,366,"['南桥寺', '玉带山']",解放碑
1597,0,366,"['南桥寺', '玉带山']",江北嘴
1597,0,366,"['南桥寺', '玉带山']",弹子石
2218,0,438,"['玉带山', '重庆大学']",解放碑
2218,0,438,"['玉带山', '重庆大学']",江北嘴
2218,0,438,"['玉带山', '重庆大学']",弹子石
1579,0,364,"['重庆大学', '沙坪坝']",解放碑
1579,0,364,"['重庆大学', '沙坪坝']",江北嘴
1579,0,364,"['重庆大学', '沙坪坝']",弹子石
1618,0,368,"['沙坪坝', '天星桥']",解放碑
1618,0,368,"['沙坪坝', '天星桥']",江北嘴
1618,0,368,"['沙坪坝', '天星桥']",弹子石
1114,0,309,"['天星桥', '重庆图书馆']",解放碑
1114,0,309,"['天星桥', '重庆图书馆']",江北嘴
1114,0,309,"['天星桥', '重庆图书馆']",弹子石
1286,0,329,"['重庆图书馆', '凤鸣山']",解放碑
1286,0,329,"['重庆图书馆', '凤鸣山']",江北嘴
1286,0,329,"['重庆图书馆', '凤鸣山']",弹子石
1205,0,320,"['凤鸣山', '上桥']",解放碑
1205,0,320,"['凤鸣山', '上桥']",江北嘴
1205,0,320,"['凤鸣山', '上桥']",弹子石
1947,0,407,"['上桥', '重庆西站']",解放碑
1947,0,407,"['上桥', '重庆西站']",江北嘴
1947,0,407,"['上桥', '重庆西站']",弹子石
1665,0,374,"['重庆西站', '华龙']",解放碑
1665,0,374,"['重庆西站', '华龙']",江北嘴
1665,0,374,"['重庆西站', '华龙']",弹子石
1630,0,370,"['华龙', '二郎']",解放碑
1630,0,370,"['华龙', '二郎']",江北嘴
1630,0,370,"['华龙', '二郎']",弹子石
