fullSpell,desc,count,countStr,countUnit,price,priceStr,priceUnit,border,bubbleDesc,icon,entityId,entityType,id,name,longitude,latitude,imageType,selected
c3611060430295,0.9万(15套),15,15套,套,9004,0.9万,元,"106.464708,29.530028;106.464546,29.528975;106.464986,29.528653;106.46531,29.528684;106.465471,29.530004",顺盛雅苑,,3611060430295,resblock,3611060430295,顺盛雅苑,106.46498694962,29.52935405711,30002,False
c3611060586878,0.77万(15套),15,15套,套,7742,0.77万,元,"106.448678,29.535468;106.448749,29.534741;106.449185,29.534761;106.449104,29.535551",美林公寓,,3611060586878,resblock,3611060586878,美林公寓,106.44900703925,29.534799874612,30002,False
c3611057954257,1.1万(14套),14,14套,套,10803,1.1万,元,"106.464214,29.535554;106.46407,29.535664;106.463877,29.535719;106.463801,29.535122;106.464155,29.535063;106.46429,29.535303;106.464295,29.535491",凤天竹园,,3611057954257,resblock,3611057954257,凤天竹园,106.464161,29.535365,30002,False
c3611059008718,0.96万(14套),14,14套,套,9558,0.96万,元,"106.46297,29.534089;106.463347,29.533229;106.463841,29.533402;106.463841,29.533803;106.463612,29.534247",缘分庭,,3611059008718,resblock,3611059008718,缘分庭,106.46350852005,29.533635545008,30002,False
c3611099887271,(14套),14,14套,套,0,,元,"106.46336,29.54156;106.46328,29.540873;106.463751,29.540893;106.463908,29.541403",金阳易诚时代,,3611099887271,resblock,3611099887271,金阳易诚时代,106.463437,29.541191,30002,False
c3611057953999,1万(12套),12,12套,套,10283,1万,元,"106.464694,29.538033;106.464366,29.53735;106.465238,29.537118;106.465476,29.537911",凤天俊园,,3611057953999,resblock,3611057953999,凤天俊园,106.46489585822,29.537406263069,30002,False
c3611059017087,1万(12套),12,12套,套,10429,1万,元,"106.459951,29.533677;106.460153,29.533936;106.460751,29.533999;106.461236,29.533893;106.46124,29.533697",筑梦庭,,3611059017087,resblock,3611059017087,筑梦庭,106.46071,29.533787,30002,False
c3611060606379,0.74万(10套),10,10套,套,7357,0.74万,元,"106.447362,29.530444;106.447415,29.530259;106.447766,29.530389;106.448076,29.531277;106.4483,29.531359;106.448184,29.531587;106.447945,29.531485;106.448053,29.531277;106.44777,29.530424;106.447775,29.53055",尚新小区,,3611060606379,resblock,3611060606379,尚新小区,106.448161,29.531395,30002,False
c36000000001824,0.93万(8套),8,8套,套,9253,0.93万,元,,蓝谷黑骏汽摩城,,36000000001824,resblock,36000000001824,蓝谷黑骏汽摩城,106.46398757622,29.524533386829,30002,False
c3611060402332,0.69万(7套),7,7套,套,6930,0.69万,元,"106.455716,29.532777;106.45519,29.532746;106.455356,29.531941;106.455365,29.531143;106.454714,29.531061;106.454755,29.53088;106.455626,29.530955",康居苑,,3611060402332,resblock,3611060402332,康居苑,106.45548860917,29.531473217671,30002,False
c3611060602972,0.7万(7套),7,7套,套,7034,0.7万,元,"106.45281,29.526901;106.452837,29.527734;106.451741,29.527624;106.45184,29.526838;106.452828,29.526909;106.454445,29.525675;106.455702,29.52397;106.455684,29.525762;106.454436,29.525754",凤鸣山西物市场,,3611060602972,resblock,3611060602972,凤鸣山西物市场,106.45238826265,29.527148545844,30002,False
c3611061009807,0.73万(7套),7,7套,套,7273,0.73万,元,"106.44685,29.529839;106.446239,29.529867;106.446261,29.530307;106.447874,29.530071;106.448107,29.530523;106.449441,29.53022;106.448961,29.528119;106.44685,29.529808",新桥新村,,3611061009807,resblock,3611061009807,新桥新村,106.44806568898,29.529298563794,30002,False
c3611063638265,0.7万(7套),7,7套,套,7049,0.7万,元,"106.463724,29.543073;106.463562,29.542208;106.464735,29.542149;106.464874,29.542951",升伟朝凤苑,,3611063638265,resblock,3611063638265,升伟朝凤苑,106.464072,29.542739,30002,False
c3611099827256,1.2万(7套),7,7套,套,11867,1.2万,元,"106.45696,29.535001;106.457665,29.534848;106.457854,29.535853;106.457144,29.535885",树人小学集资房,,3611099827256,resblock,3611099827256,树人小学集资房,106.457633,29.535626,30002,False
c3620062512768581,0.88万(7套),7,7套,套,8799,0.88万,元,,新怡家园,,3620062512768581,resblock,3620062512768581,新怡家园,106.449863,29.533334,30002,False
c3611060487854,1万(5套),5,5套,套,10115,1万,元,"106.458474,29.537943;106.458532,29.537354;106.459031,29.537181;106.459637,29.537173;106.459857,29.53779",欣光花苑,,3611060487854,resblock,3611060487854,欣光花苑,106.45908835386,29.537439162205,30002,False
c3611060549458,0.89万(5套),5,5套,套,8899,0.89万,元,"106.448377,29.532616;106.448291,29.531839;106.449607,29.531434;106.450263,29.5333;106.450124,29.533885;106.449239,29.533858",大桥坡,,3611060549458,resblock,3611060549458,大桥坡,106.4491844541,29.532640422787,30002,False
c3620030314759160,1.1万(5套),5,5套,套,10768,1.1万,元,"106.44468,29.531874;106.444806,29.531571;106.445516,29.531587;106.445448,29.532",林海俊景,,3620030314759160,resblock,3620030314759160,林海俊景,106.445093,29.531801,30002,False
c36000000001770,0.94万(4套),4,4套,套,9420,0.94万,元,,高滩岩科洋综合...,,36000000001770,resblock,36000000001770,高滩岩科洋综合楼,106.45444192402,29.541614517661,30002,False
c3611099829542,1.3万(3套),3,3套,套,13247,1.3万,元,"106.459731,29.534789;106.461847,29.533807;106.462233,29.533952;106.462467,29.534121;106.460113,29.535382",龙洞湾花园,,3611099829542,resblock,3611099829542,龙洞湾花园,106.46054439606,29.534796451457,30002,False
c3611099829775,0.65万(3套),3,3套,套,6493,0.65万,元,"106.455761,29.53174;106.455725,29.530955;106.457032,29.531151;106.456946,29.531744",康居绣园,,3611099829775,resblock,3611099829775,康居绣园,106.4563128677,29.531425973803,30002,False
c3611060398529,0.64万(2套),2,2套,套,6441,0.64万,元,"106.4551,29.538206;106.455136,29.53962;106.453555,29.539306;106.45201,29.534074;106.453537,29.534294",高滩岩正街,,3611060398529,resblock,3611060398529,高滩岩正街,106.45476001557,29.538282595807,30002,False
c36000000022716,0.95万(1套),1,1套,套,9509,0.95万,元,,园丁苑,,36000000022716,resblock,36000000022716,园丁苑,106.45689950537,29.536842406505,30002,False
c3611061017794,0.64万(1套),1,1套,套,6379,0.64万,元,"106.445583,29.530385;106.445929,29.529929;106.446167,29.530012;106.445834,29.530464",新桥正街,,3611061017794,resblock,3611061017794,新桥正街,106.44586816541,29.530158687527,30002,False
c367103081624398,(1套),1,1套,套,0,,元,"106.458105,29.531446;106.457409,29.531261;106.457225,29.531791;106.457131,29.531902;106.457315,29.532173;106.45806,29.532777;106.458514,29.532565",君和凤鸣广场,,367103081624398,resblock,367103081624398,君和凤鸣广场,106.457489,29.531566,30002,False
c3611060820468,0.94万(133套),133,133套,套,9434,0.94万,元,"106.484494,29.531399;106.484149,29.531446;106.484045,29.53066;106.483466,29.530703;106.483421,29.529721;106.482792,29.529686;106.482406,29.528637;106.484252,29.528507",渝洲新城,,3611060820468,resblock,3611060820468,渝洲新城,106.48377452694,29.52963086062,30002,False
c3610656227799245,1.4万(128套),128,128套,套,14396,1.4万,元,"106.473839,29.538889;106.473695,29.537955;106.475627,29.53775;106.476723,29.54116;106.476031,29.541537;106.475285,29.541278",远洋城,,3610656227799245,resblock,3610656227799245,远洋城,106.47685632981,29.536103928973,30002,False
c3611059699070,1.3万(124套),124,124套,套,13071,1.3万,元,"106.485625,29.542157;106.484179,29.542075;106.483208,29.541753;106.482882,29.542884;106.483352,29.543037;106.483478,29.542711;106.485391,29.5431",大城小爱,,3611059699070,resblock,3611059699070,大城小爱,106.48413410965,29.5426595616,30002,False
c3611059830458,1.2万(93套),93,93套,套,12272,1.2万,元,"106.480906,29.539691;106.481094,29.539278;106.481463,29.538811;106.481777,29.538654;106.482105,29.538744;106.482271,29.539078;106.482653,29.539781;106.481853,29.540241",康德城市风云,,3611059830458,resblock,3611059830458,康德城市风云,106.48170151119,29.539845225875,30002,False
c3620046520183588,1.6万(90套),90,90套,套,15820,1.6万,元,,成都城投锦樾峰...,,3620046520183588,resblock,3620046520183588,成都城投锦樾峰境,106.47347478869,29.536176014658,30002,False
c3611058255938,1万(87套),87,87套,套,10029,1万,元,"106.47093,29.533885;106.46987,29.534844;106.471568,29.536407;106.472161,29.536383;106.473733,29.535566;106.474065,29.534875;106.474164,29.534286;106.473787,29.533539;106.47279,29.534058;106.471568,29.534089",天骄美茵河谷,,3611058255938,resblock,3611058255938,天骄美茵河谷,106.47225722999,29.53506404982,30002,False
c367121608125860,1.1万(70套),70,70套,套,11174,1.1万,元,"106.470071,29.526881;106.469186,29.526033;106.468377,29.526712;106.468238,29.527019;106.469693,29.527235",恒鑫名城三期,,367121608125860,resblock,367121608125860,恒鑫名城三期,106.46937278548,29.526049921951,30002,False
c3611058249616,0.88万(64套),64,64套,套,8815,0.88万,元,"106.473749,29.530943;106.473754,29.529973;106.474095,29.529179;106.474778,29.528841;106.476408,29.529372;106.476256,29.530676",柏林小区,,3611058249616,resblock,3611058249616,柏林小区,106.47517389443,29.530046242377,30002,False
c3611060607549,0.98万(61套),61,61套,套,9787,0.98万,元,"106.482496,29.524312;106.482949,29.524422;106.483156,29.524666;106.483807,29.524732;106.484171,29.525412;106.484692,29.5252;106.48493,29.525384;106.484926,29.526088;106.484733,29.526367;106.484283,29.526268;106.482069,29.525585",树语城,,3611060607549,resblock,3611060607549,树语城,106.48365099595,29.525630599351,30002,False
c3611060609654,1.1万(61套),61,61套,套,11016,1.1万,元,"106.485739,29.526437;106.485123,29.526237;106.484764,29.526752;106.484229,29.526598;106.483982,29.52692;106.484104,29.527089;106.484845,29.52736;106.485249,29.527286",天鸿龙宇金座,,3611060609654,resblock,3611060609654,天鸿龙宇金座,106.48484536658,29.526905691075,30002,False
c3611060411874,0.92万(60套),60,60套,套,9179,0.92万,元,"106.480545,29.540633;106.480599,29.540842;106.481026,29.541124;106.480747,29.541604;106.480487,29.541588;106.480217,29.54147;106.479961,29.541655;106.479548,29.541501;106.479705,29.541199;106.47935,29.5409;106.479975,29.540028;106.480222,29.540135;106.480235,29.540398",怡锦苑,,3611060411874,resblock,3611060411874,怡锦苑,106.48001077254,29.541064906397,30002,False
c3611059522029,0.99万(59套),59,59套,套,9852,0.99万,元,"106.468341,29.52914;106.469954,29.529309;106.469909,29.5297;106.47021,29.529814;106.470277,29.53003;106.470075,29.53003;106.469985,29.529975;106.46981,29.530195;106.46977,29.530305;106.469496,29.530521;106.468782,29.530837;106.468656,29.530809;106.468355,29.530487",花漾四季,,3611059522029,resblock,3611059522029,花漾四季,106.46878935796,29.530142115228,30002,False
c3611059842795,0.83万(58套),58,58套,套,8271,0.83万,元,"106.476489,29.54048;106.477711,29.539435;106.477855,29.539699;106.477971,29.54112;106.477203,29.541427",荣鼎新苑,,3611059842795,resblock,3611059842795,荣鼎新苑,106.47736323427,29.54055054812,30002,False
c3611059537909,1.2万(55套),55,55套,套,11533,1.2万,元,"106.476341,29.527048;106.475389,29.526906;106.474751,29.527969;106.475056,29.528712;106.47591,29.528873",祥御巴山,,3611059537909,resblock,3611059537909,祥御巴山,106.47543905962,29.527967229459,30002,False
c3611059499714,0.93万(54套),54,54套,套,9294,0.93万,元,"106.479293,29.527439;106.479163,29.528936;106.478215,29.528845;106.478269,29.527506;106.477672,29.527498;106.477712,29.527231;106.478076,29.526991;106.479015,29.527038",国窖明城,,3611059499714,resblock,3611059499714,国窖明城,106.478687,29.527906,30002,False
c3611058086966,0.9万(52套),52,52套,套,8999,0.9万,元,"106.466298,29.534219;106.465081,29.534463;106.464973,29.534804;106.465503,29.535087;106.465867,29.534989;106.466037,29.536662;106.466671,29.53735;106.467542,29.536568;106.466994,29.53559;106.46632,29.535433",凤鸣香山小区,,3611058086966,resblock,3611058086966,凤鸣香山小区,106.4667347278,29.536182882305,30002,False
c3620034610761857,1.5万(52套),52,52套,套,14934,1.5万,元,"106.477504,29.533217;106.478344,29.533343;106.478353,29.533834;106.477558,29.533371",象屿公园悦府,,3620034610761857,resblock,3620034610761857,象屿公园悦府,106.47771448126,29.534064122086,30002,False
c3620042043825957,1.1万(48套),48,48套,套,11149,1.1万,元,,新德铭居,,3620042043825957,resblock,3620042043825957,新德铭居,106.48005362799,29.528254860349,30002,False
c3611060421648,1.1万(45套),45,45套,套,11180,1.1万,元,"106.470345,29.530252;106.470412,29.529716;106.469967,29.529708;106.470089,29.529415;106.470403,29.529415;106.470915,29.529965;106.471813,29.529435;106.472173,29.529442;106.472069,29.530307;106.471069,29.530849;106.470596,29.530641",隆鑫花漾岭,,3611060421648,resblock,3611060421648,隆鑫花漾岭,106.470775,29.530156,30002,False
c3611060823432,1.2万(41套),41,41套,套,12181,1.2万,元,"106.478646,29.522693;106.479864,29.523381;106.478929,29.524556;106.477703,29.523833",寓乐圈,,3611060823432,resblock,3611060823432,寓乐圈,106.47886695065,29.523348161803,30002,False
c3611060419109,0.9万(39套),39,39套,套,9035,0.9万,元,"106.480847,29.534451;106.480609,29.534557;106.48065,29.53491;106.480811,29.535382;106.481189,29.535606;106.481355,29.5357;106.481638,29.535684;106.481346,29.535244;106.481261,29.535052;106.481382,29.534832;106.481207,29.534541",岭秀枫景,,3611060419109,resblock,3611060419109,岭秀枫景,106.48112856536,29.534809415982,30002,False
c3611063698656,1.4万(39套),39,39套,套,14236,1.4万,元,"106.475146,29.539306;106.475416,29.538854;106.474872,29.538677;106.474922,29.538485;106.476354,29.538858;106.47679,29.539369;106.476247,29.539655;106.475528,29.539589",远洋香派,,3611063698656,resblock,3611063698656,远洋香派,106.47544921032,29.539005045834,30002,False
c3611059523365,1万(38套),38,38套,套,10231,1万,元,"106.478031,29.52914;106.477043,29.529175;106.477268,29.530252;106.47791,29.530275",蜜糖小区,,3611059523365,resblock,3611059523365,蜜糖小区,106.47748163094,29.53009987677,30002,False
c3611059916850,0.9万(37套),37,37套,套,9042,0.9万,元,"106.471068,29.52681;106.472029,29.525777;106.473426,29.526296;106.472707,29.527466",航天世纪新城,,3611059916850,resblock,3611059916850,航天世纪新城,106.47253379553,29.527034843121,30002,False
c3617879465209568,1.2万(35套),35,35套,套,11834,1.2万,元,"106.477518,29.530743;106.477648,29.530397;106.478169,29.530472;106.478232,29.530774;106.478232,29.530786;106.478052,29.530904",中辅小时代,,3617879465209568,resblock,3617879465209568,中辅小时代,106.477809,29.530627,30002,False
c3611059840230,0.86万(32套),32,32套,套,8635,0.86万,元,"106.479985,29.536753;106.479468,29.537373;106.480124,29.537876;106.4806,29.537322",奇峰自由湾,,3611059840230,resblock,3611059840230,奇峰自由湾,106.4798462402,29.537448780825,30002,False
c3614623161986726,2.1万(32套),32,32套,套,20800,2.1万,元,"106.472703,29.537947;106.47502,29.536572;106.474692,29.538575;106.475227,29.53909;106.474728,29.539345;106.474014,29.539667",远洋城岭墅,,3614623161986726,resblock,3614623161986726,远洋城岭墅,106.47812318807,29.537279170826,30002,False
c3611099730779,1.4万(31套),31,31套,套,13925,1.4万,元,"106.47111,29.53101;106.472781,29.531363;106.472897,29.531623;106.469169,29.534207;106.468334,29.533217",隆鑫花漾湖,,3611099730779,resblock,3611099730779,隆鑫花漾湖,106.46975,29.532474,30002,False
c3611099832160,0.79万(28套),28,28套,套,7926,0.79万,元,"106.466919,29.530872;106.465864,29.530845;106.465953,29.531548;106.466951,29.53143",盛吉汽配城,,3611099832160,resblock,3611099832160,盛吉汽配城,106.46627828037,29.531222307575,30002,False
c36000000028785,0.87万(26套),26,26套,套,8726,0.87万,元,,慧蓝御锦,,36000000028785,resblock,36000000028785,慧蓝御锦,106.46977397248,29.527494101242,30002,False
c3611059496034,0.94万(23套),23,23套,套,9441,0.94万,元,"106.474347,29.530872;106.474288,29.530267;106.476381,29.530248;106.476323,29.530841;106.475416,29.530884",巴山星韵,,3611059496034,resblock,3611059496034,巴山星韵,106.47673940135,29.529294988156,30002,False
c3611060391881,0.98万(23套),23,23套,套,9812,0.98万,元,"106.482153,29.538151;106.482099,29.538135;106.482027,29.53812;106.481973,29.537652;106.482108,29.536945;106.48244,29.537028;106.482229,29.538147",石小路183号,,3611060391881,resblock,3611060391881,石小路183号,106.48200406946,29.537651427292,30002,False
c3611060822932,0.94万(23套),23,23套,套,9360,0.94万,元,"106.483839,29.527683;106.483313,29.527738;106.483367,29.528032;106.483946,29.527938",雨田秫园,,3611060822932,resblock,3611060822932,雨田秫园,106.48351472014,29.52786934016,30002,False
c3611063641155,0.8万(23套),23,23套,套,8037,0.8万,元,"106.473606,29.54323;106.473588,29.542413;106.472855,29.542275;106.472186,29.542542;106.472905,29.543638",欣芳苑小区,,3611063641155,resblock,3611063641155,欣芳苑小区,106.47306055048,29.542677760261,30002,False
c3611060399278,0.78万(21套),21,21套,套,7846,0.78万,元,"106.466666,29.525911;106.465849,29.524905;106.465642,29.524316;106.467591,29.52419;106.468445,29.5243;106.468094,29.526076",恒鑫名城一期,,3611060399278,resblock,3611060399278,恒鑫名城一期,106.46701317625,29.525362351379,30002,False
c3611060402287,0.91万(21套),21,21套,套,9077,0.91万,元,"106.46615,29.532683;106.467394,29.532628;106.467223,29.533143;106.466999,29.533693;106.46619,29.533771",凯莱阳光,,3611060402287,resblock,3611060402287,凯莱阳光,106.46664909353,29.533064264479,30002,False
c3611059896803,1.3万(20套),20,20套,套,13199,1.3万,元,"106.480987,29.526178;106.480722,29.52608;106.480533,29.526799;106.480847,29.527066",大升名都,,3611059896803,resblock,3611059896803,大升名都,106.48073688372,29.526291741265,30002,False
c3611059814060,1.1万(18套),18,18套,套,11218,1.1万,元,"106.478173,29.524948;106.478699,29.524607;106.479445,29.524944;106.478973,29.525506",斌鑫鼎航雅座,,3611059814060,resblock,3611059814060,斌鑫鼎航雅座,106.47900468271,29.524814419193,30002,False
c3611060391882,0.96万(18套),18,18套,套,9592,0.96万,元,"106.466549,29.543555;106.465148,29.543685;106.46491,29.542295;106.464919,29.542181;106.465417,29.542134;106.466257,29.542184;106.466545,29.543048",芳草地,,3611060391882,resblock,3611060391882,芳草地,106.465732,29.542872,30002,False
c3611060394470,1.2万(14套),14,14套,套,12040,1.2万,元,"106.467012,29.542601;106.466581,29.542656;106.466102,29.541572;106.466681,29.541364;106.467012,29.542333",凤天桂园,,3611060394470,resblock,3611060394470,凤天桂园,106.466657,29.542259,30002,False
c3611060840065,0.7万(14套),14,14套,套,7005,0.7万,元,"106.481982,29.526323;106.482027,29.526202;106.482207,29.525769;106.48297,29.525958;106.483491,29.526139;106.483756,29.526897;106.483644,29.526944;106.48337,29.52707;106.483123,29.526932;106.482858,29.526767;106.482445,29.526535",中建机械制造厂...,,3611060840065,resblock,3611060840065,中建机械制造厂生活区,106.48345418479,29.526664962724,30002,False
c3611059832445,0.77万(13套),13,13套,套,7695,0.77万,元,"106.483267,29.538269;106.483128,29.538045;106.483334,29.53757;106.482809,29.537381;106.482813,29.537228;106.483864,29.537369;106.484259,29.53766;106.484659,29.53799;106.484309,29.538332;106.483896,29.538061",康居花园,,3611059832445,resblock,3611059832445,康居花园,106.48402553952,29.537786291416,30002,False
c3611059534567,0.67万(12套),12,12套,套,6748,0.67万,元,"106.481542,29.529497;106.481326,29.529152;106.481946,29.528896;106.482036,29.529089;106.48187,29.529336",石新路,,3611059534567,resblock,3611059534567,石新路,106.48147071872,29.528946059066,30002,False
c3611059889019,0.92万(10套),10,10套,套,9172,0.92万,元,"106.480271,29.52716;106.480478,29.526932;106.48085,29.527101;106.481075,29.526068;106.481695,29.52641;106.481587,29.52661;106.481106,29.526563;106.48099,29.527305;106.48112,29.527459;106.480949,29.527679",泰和锦苑,,3611059889019,resblock,3611059889019,泰和锦苑,106.48105262679,29.526481720317,30002,False
c3611060456550,0.68万(10套),10,10套,套,6821,0.68万,元,"106.465085,29.527223;106.464968,29.525773;106.465898,29.525659;106.465772,29.527148",兰美路,,3611060456550,resblock,3611060456550,兰美路,106.46523150784,29.526385676303,30002,False
c3620036335339527,0.85万(9套),9,9套,套,8513,0.85万,元,"106.4824,29.52846;106.482229,29.528107;106.482764,29.527977;106.482903,29.528291",鑫泰铭居,,3620036335339527,resblock,3620036335339527,鑫泰铭居,106.48251058717,29.528189231966,30002,False
c3611059901386,0.73万(8套),8,8套,套,7296,0.73万,元,"106.48015,29.526547;106.480123,29.525714;106.479732,29.525479;106.479993,29.525322;106.48059,29.525734;106.480365,29.52663",柳背桥小区,,3611059901386,resblock,3611059901386,柳背桥小区,106.48036100485,29.526238243656,30002,False
c3620036931025415,0.72万(8套),8,8套,套,7177,0.72万,元,"106.483074,29.535802;106.483244,29.535716;106.483451,29.535869;106.483334,29.535975",白马凼,,3620036931025415,resblock,3620036931025415,白马凼,106.48324002147,29.535824880721,30002,False
c3611059783018,0.78万(7套),7,7套,套,7846,0.78万,元,"106.483676,29.53887;106.483797,29.538453;106.485005,29.538559;106.485131,29.538992",建工职院小区,,3611059783018,resblock,3611059783018,建工职院小区,106.48450057478,29.538702899631,30002,False
c3611060392340,0.91万(5套),5,5套,套,9073,0.91万,元,"106.465669,29.540724;106.466006,29.540661;106.466298,29.541391;106.466019,29.541505",芳草地翠庭院,,3611060392340,resblock,3611060392340,芳草地翠庭院,106.46602252173,29.540961222792,30002,False
c36000000058746,0.57万(2套),2,2套,套,5700,0.57万,元,,夏家山,,36000000058746,resblock,36000000058746,夏家山,106.47449026871,29.542454686655,30002,False
c3611099827758,0.93万(2套),2,2套,套,9319,0.93万,元,"106.465687,29.54193;106.465108,29.541116;106.46544,29.540822;106.466064,29.541816",芳草地二期,,3611099827758,resblock,3611099827758,芳草地二期,106.46550103295,29.541392658241,30002,False
c3611099923663,0.53万(2套),2,2套,套,5287,0.53万,元,"106.481511,29.527903;106.481874,29.526394;106.483213,29.527309;106.482984,29.527545;106.482297,29.527659",跃华花园,,3611099923663,resblock,3611099923663,跃华花园,106.48236678082,29.5272594904,30002,False
c3620033672900111,1.1万(2套),2,2套,套,10962,1.1万,元,"106.485059,29.538171;106.485409,29.538143;106.485342,29.537927;106.484965,29.53801",白马花园,,3620033672900111,resblock,3620033672900111,白马花园,106.48471409966,29.537912694159,30002,False
c3620044102743649,0.66万(2套),2,2套,套,6588,0.66万,元,,玉灵洞203号,,3620044102743649,resblock,3620044102743649,玉灵洞203号,106.47612960143,29.529320143421,30002,False
c36000000010821,(1套),1,1套,套,0,,元,,兰花村,,36000000010821,resblock,36000000010821,兰花村,106.48133369796,29.524547968277,30002,False
c3611060403273,0.71万(1套),1,1套,套,7051,0.71万,元,"106.482867,29.536034;106.48302,29.535826;106.483321,29.535963;106.48315,29.536183",石小路187号,,3611060403273,resblock,3611060403273,石小路187号,106.48310068397,29.535969426529,30002,False
c3611060404298,0.51万(1套),1,1套,套,5120,0.51万,元,"106.483357,29.53537;106.483581,29.534741;106.484102,29.534879;106.483851,29.535496",石小路193号,,3611060404298,resblock,3611060404298,石小路193号,106.48355221656,29.535136696494,30002,False
c3611060676354,0.66万(1套),1,1套,套,6566,0.66万,元,"106.483069,29.535107;106.482378,29.534337;106.481583,29.534439;106.481353,29.53493;106.481614,29.535472;106.482086,29.535771",维利家园,,3611060676354,resblock,3611060676354,维利家园,106.48212577516,29.535426373934,30002,False
c3620030321050445,0.85万(1套),1,1套,套,8477,0.85万,元,"106.481654,29.537982;106.481731,29.538029;106.481807,29.53788;106.481744,29.537852",嘉宏花园,,3620030321050445,resblock,3620030321050445,嘉宏花园,106.48176,29.537914,30002,False
c3620030323154070,0.55万(1套),1,1套,套,5500,0.55万,元,"106.484789,29.531945;106.485126,29.531725;106.484929,29.531544;106.484605,29.531744",金叶大厦,,3620030323154070,resblock,3620030323154070,金叶大厦,106.484794,29.531759,30002,False
c3620038041664738,0.69万(1套),1,1套,套,6916,0.69万,元,"106.482692,29.541611;106.482899,29.541226;106.483267,29.541336;106.482997,29.541807",联芳桥社区,,3620038041664738,resblock,3620038041664738,联芳桥社区,106.48293618425,29.541536965254,30002,False
c3611059743909,1.1万(113套),113,113套,套,11102,1.1万,元,"106.490648,29.538673;106.491708,29.538803;106.492404,29.53894;106.493401,29.539066;106.49332,29.540869;106.491959,29.541195;106.490567,29.541207;106.48952,29.540967;106.489862,29.540158;106.49032,29.539675",华宇名都,,3611059743909,resblock,3611059743909,华宇名都,106.49135912538,29.540171338014,30002,False
c3611060838164,1万(110套),110,110套,套,10294,1万,元,"106.500496,29.523982;106.49954,29.523224;106.500034,29.522839;106.500703,29.523;106.500919,29.523353;106.500919,29.523507;106.501318,29.523518;106.50139,29.524021",志高花园,,3611060838164,resblock,3611060838164,志高花园,106.500403,29.523393,30002,False
c3611060491220,1万(109套),109,109套,套,10135,1万,元,"106.495063,29.543528;106.495157,29.542982;106.496171,29.543151;106.496653,29.541317;106.496451,29.541211;106.496644,29.540861;106.497506,29.541128;106.498724,29.543006;106.49796,29.54301;106.497358,29.542904;106.496833,29.54297;106.496851,29.543701;106.496496,29.543666;106.49633,29.543508",珠江华轩,,3611060491220,resblock,3611060491220,珠江华轩,106.4974357005,29.54288774088,30002,False
c36000000064824,2万(103套),103,103套,套,19820,2万,元,,印江州珹印,,36000000064824,resblock,36000000064824,印江州珹印,106.501956,29.527294,30002,False
c3611064001123,1.4万(95套),95,95套,套,14003,1.4万,元,"106.483833,29.54193;106.48342,29.541168;106.483689,29.540523;106.484677,29.540484;106.484327,29.539989;106.483797,29.539424;106.483622,29.539019;106.485158,29.539003;106.485917,29.540044;106.485917,29.540728;106.485926,29.54178;106.485773,29.542063",华宇时代星都,,3611064001123,resblock,3611064001123,华宇时代星都,106.485222,29.540551,30002,False
c3611063903038,1.4万(93套),93,93套,套,14422,1.4万,元,"106.493103,29.526803;106.493391,29.525703;106.493687,29.52573;106.494118,29.526543;106.495506,29.527215;106.494675,29.528696;106.493638,29.52826;106.494132,29.527254",中国铁建玖城壹...,,3611063903038,resblock,3611063903038,中国铁建玖城壹号,106.49197287187,29.52569430398,30002,False
c36000000064825,2万(91套),91,91套,套,19813,2万,元,,印江州琨印,,36000000064825,resblock,36000000064825,印江州琨印,106.50150409741,29.526338940123,30002,False
c3611099973773,1.3万(86套),86,86套,套,13369,1.3万,元,"106.500519,29.528853;106.500065,29.529356;106.499899,29.529266;106.500011,29.529148;106.500146,29.529211;106.500213,29.529152;106.499634,29.528889;106.499625,29.528724;106.499773,29.52872;106.499733,29.528896;106.500177,29.529108;106.500321,29.528091;106.502477,29.52806;106.50263,29.528845",通用晶城,,3611099973773,resblock,3611099973773,通用晶城,106.50092758952,29.528562243209,30002,False
c3611060418963,0.99万(72套),72,72套,套,9941,0.99万,元,"106.486197,29.535484;106.485575,29.536073;106.485454,29.536297;106.485266,29.536438;106.485014,29.536336;106.484933,29.536175;106.484867,29.535629;106.484773,29.53539;106.48467,29.534793;106.485095,29.534765;106.485846,29.535221",渝景新天地,,3611060418963,resblock,3611060418963,渝景新天地,106.48515990188,29.535475368722,30002,False
c36000000064826,2万(71套),71,71套,套,19607,2万,元,,印江州瑾印,,36000000064826,resblock,36000000064826,印江州瑾印,106.49832234143,29.525642907954,30002,False
c3611059846897,1.1万(69套),69,69套,套,10990,1.1万,元,"106.487365,29.53471;106.486561,29.535342;106.486147,29.535095;106.486534,29.534726;106.485411,29.533783;106.484867,29.534144;106.484593,29.533634;106.485617,29.533045",华宇老街印象,,3611059846897,resblock,3611059846897,华宇老街印象,106.48585141679,29.533949753572,30002,False
c3611059897674,0.95万(65套),65,65套,套,9472,0.95万,元,"106.500281,29.52233;106.503146,29.522153;106.503232,29.52248;106.500339,29.522872",地博春天,,3611059897674,resblock,3611059897674,地博春天,106.5016109462,29.523084553434,30002,False
c3611099998664,1.1万(60套),60,60套,套,10608,1.1万,元,"106.497182,29.526264;106.496705,29.526044;106.49609,29.526728;106.496723,29.527019",强发百年国际,,3611099998664,resblock,3611099998664,强发百年国际,106.49688658499,29.526894117963,30002,False
