name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,39760,6898453899,,,,,,,106.5039228,29.6125694,,,
,39761,9354702130,,,,,,,106.5038801,29.6123009,,,
,39762,9356989532,,,,,,,106.5036526,29.6110865,,,
,39763,6898453819,,,,,,,106.5035405,29.6105007,,,
,39764,6898453928,,,,,,,106.5035158,29.610372,,,
,39765,6898453836,,,,,,,106.5034394,29.6082502,,,
,39766,6898454032,,,,,,,106.5039504,29.6110717,,,
,39767,6898453980,,,,,,,106.4893865,29.5993597,,,
,39768,1649213572,,,,,,,106.4893243,29.5962799,,,
,39769,6898453783,,,,,,,106.4895581,29.5997455,,,
,39770,6898453825,,,,,,,106.4571868,29.6607217,,,
,39771,6898454014,,,,,,,106.4542579,29.6580739,,,
,39772,11757908764,,,,,,,106.45557,29.6001021,,,
,39773,6898402381,,,,,,,106.4869924,29.5796131,,,
,39774,6898402374,,,,,,,106.5037397,29.6099631,,,
,39775,6898453883,,,,,,,106.504298,29.6103611,,,
,39776,10118172585,,,,,,,106.49892,29.6684494,,,
,39777,10118172589,,,,,,,106.4982789,29.6684157,,,
,39778,7913008396,,,,,,,106.4922508,29.6678082,,,
,39779,9772747749,,,,,,,106.4908134,29.6675662,,,
,39780,7707030795,,,,,,,106.4893908,29.6673268,,,
,39781,7707030624,,,,,,,106.4892689,29.6673135,,,
,39782,9772747761,,,,,,,106.4838647,29.6670512,,,
